protein_id,structural_novelty
NZ_LR216287.1_160,0.21914093
JADGAT010000062.1_15,0.25343212
CAAETL010000156.1_10,0.21468815
SXND01000239.1_6,0.27312073
NZ_JABFHO010000001.1_140,0.23540315
JAEEJP010000012.1_9,0.17663775
QNDJ01000264.1_2,0.24998975
RFIY01000275.1_1,0.23968855
DLYX01000111.1_1,0.22310495
CP036261.1_5092,0.21733503
NZ_CP014223.1_2852,0.23962827
MWCZ01000661.1_3,0.2521922
DIWJ01000080.1_9,0.23471081
DRYD01000074.1_1,0.26455608
JWIH01000024.1_288,0.22663574
CACZLA010000049.1_3,0.23271665
CAIVGN010000225.1_8,0.23148485
MVCR01000094.1_6,0.27628642
NZ_AP018227.1_6216,0.17596984
SLGR01000075.1_1,0.2351393
NZ_AWNK01000006.1_22,0.28051057
DSSB01000320.1_3,0.2945034
DUMP01000134.1_1,0.24371779
JAADIA010000062.1_17,0.23068416
WGBT01000335.1_1,0.2033906
PLPI01000039.1_6,0.12775046
CAIWRR010000255.1_6,0.17576031
NZ_AGJL01000008.1_1,0.27701634
JACRMA010000071.1_21,0.1746842
CAIWTR010000645.1_10,0.29845303
BMST01000002.1_608,0.32034004
QGUP01000569.1_3,0.14894834
QCFI01000018.1_20,0.18740563
PLYD01000072.1_12,0.27704877
JAGOEH010000124.1_10,0.26239738
DSSU01000414.1_21,0.24410693
JABWCD010000037.1_26,0.23743384
JAAYVF010000074.1_49,0.23489341
DDYN01000057.1_82,0.3368516
JAGYNK010000090.1_2,0.25137576
NZ_LMGK01000025.1_205,0.37166137
PLDF01000085.1_2,0.20956688
CAISUK010000328.1_13,0.16942012
QLTX01000084.1_4,0.30442962
JAHIZU010000158.1_6,0.23081565
WSZW01000079.1_5,0.28981104
PWFS01000236.1_6,0.24838582
NZ_AWNK01000018.1_3,0.26180437
DDGC01000019.1_86,0.20531294
JACPTH010000407.1_2,0.25261825
DVAE01000035.1_9,0.19745465
DDGC01000010.1_36,0.18366629
JABMRT010000016.1_2,0.27123317
JAFGAQ010000440.1_1,0.28305697
NZ_FKIP01000581.1_3,0.20190573
JAAYZI010000073.1_2,0.23577718
AQRW01000173.1_3,0.28067073
NZ_JAAIPW010000055.1_3,0.30066314
JAAZOE010000250.1_8,0.25655344
JAFGUZ010000029.1_18,0.19753471
PAQS01000035.1_66,0.2179944
WSZW01000054.1_15,0.24038696
JAFGKQ010000158.1_9,0.14969862
CP061275.1_507,0.22882251
NZ_JADWYU010000217.1_12,0.24557543
NYZA01000034.1_5,0.19173887
USIB01000012.1_10,0.26040897
WSZW01000072.1_6,0.28245884
DSSB01000184.1_4,0.28614396
NZ_NCSM01000003.1_222,0.13311903
NZ_UTHA01000184.1_16,0.20547763
MGQK01000078.1_17,0.23378913
MWCD01000117.1_1,0.2986005
JAFGND010000085.1_37,0.32204613
WVXK01000011.1_6,0.23738313
NZ_SJCO01000016.1_70,0.19397978
NC_015499.1_1449,0.23539512
PLPI01000060.1_30,0.19888577
PWGE01000132.1_2,0.29919443
MWCZ01000307.1_3,0.18212417
PWGE01000356.1_4,0.20600793
WJLY01000225.1_1,0.25135988
JABFGF010000013.1_77,0.18622665
DF820457.1_27,0.20061998
JABIXH010000011.1_11,0.204151
WBXH01000018.1_3,0.26144665
NZ_JADWYU010000204.1_24,0.26361972
NZ_CP027570.1_1061,0.22757001
MWCZ01000222.1_5,0.29873484
DLMW01000003.1_3,0.26789945
CP036261.1_2068,0.2971518
PMWA01000064.1_12,0.20159721
JAAYAK010000121.1_6,0.2376546
CAJUHL010000138.1_4,0.28856128
NZ_JACJQY010000031.1_50,0.3125468
JADIMU010000022.1_20,0.24081755
JAFGND010000007.1_2,0.2834268
NZ_PVNS01000007.1_139,0.25530586
USJX01000132.1_6,0.20596428
JABDHD010000061.1_4,0.28338346
JAFRZH010000017.1_1,0.23693462
JACRLM010000022.1_2,0.14186545
PBWH01000014.1_217,0.2165257
NZ_CP014223.1_1428,0.21163526
JACQWU010000214.1_15,0.17363915
QCFI01000020.1_32,0.33777255
WSXW01000009.1_62,0.23878184
JAEOSL010000028.1_32,0.19029713
WFPJ01000020.1_1,0.2370677
SICP01000009.1_24,0.2649664
JAGXTL010000037.1_87,0.21659856
NZ_LR216287.1_344,0.21266976
NZ_SGXC01000003.1_542,0.2156196
JAGWYZ010000123.1_5,0.17305288
LJUI01000171.1_1,0.27746406
VBJS01000010.1_6,0.16487564
JAEOSL010000198.1_1,0.21138911
SXND01000096.1_21,0.20395914
QNVD01000035.1_6,0.18800405
JACRPW010000025.1_67,0.24828401
JACPUC010000018.1_63,0.20601022
JAATVM010000245.1_9,0.16386443
LCRX01000010.1_16,0.24679795
VBAP01000044.1_38,0.23947668
JAGYNK010000100.1_8,0.26456887
LQMQ01000028.1_29,0.21753064
JACIXR010000001.1_259,0.24220304
QZKU01000043.1_1,0.33758917
NZ_CP069127.1_974,0.21932869
NZ_JH378898.1_7,0.24266633
NZ_AGJL01000018.1_1,0.22913747
DMSQ01000063.1_9,0.15885396
JAHJSD010000089.1_31,0.28270125
WSZW01000072.1_2,0.2639399
NZ_JH379022.1_53,0.22148165
CAJUIP010000044.1_22,0.18389359
DTCJ01000074.1_15,0.27697092
WSZW01000153.1_1,0.1664978
VBAP01000077.1_13,0.25728518
MWCD01000030.1_1,0.22508113
PAYP01000104.1_1,0.22689939
DSSC01000003.1_24,0.31626052
NZ_RZNA01000045.1_85,0.21057653
JABDLO010000282.1_15,0.23049879
JAFAZD010000029.1_2,0.19358984
NZ_BDAU01000030.1_84,0.25338545
JAAYRV010000229.1_5,0.15865092
NZ_BMLQ01000001.1_439,0.26376802
NZ_AWRU01000006.1_535,0.21858832
NZ_CP015423.1_210,0.2528282
PAQS01000001.1_28,0.25546753
PBWH01000014.1_379,0.2940162
CAIOLV010000092.1_17,0.20602353
PLDF01000221.1_1,0.24078202
NZ_JABFHO010000001.1_1743,0.26482767
NZ_AWRU01000006.1_345,0.20540519
NZ_BAEO01000031.1_119,0.21438828
JAGXKI010000023.1_1,0.28103513
WYBT01000055.1_19,0.21207294
JADJYS010000013.1_3,0.20452757
BDTM01000075.1_1,0.26535267
VGIW01000036.1_4,0.17985037
VGJA01000154.1_1,0.1836904
NZ_JACJQY010000012.1_1,0.31620574
DMSQ01000099.1_1,0.21342587
PLDF01000157.1_8,0.24060044
KI543195.1_19,0.19896623
NZ_CP015423.1_4604,0.238125
DHPR01000033.1_337,0.17248744
JACRAC010000043.1_2,0.2954721
NZ_FQTT01000011.1_235,0.2219573
SBHG01000086.1_19,0.19538848
PKTG01000072.1_2,0.17199364
JAAYRV010000167.1_4,0.27342668
ONGA01000001.1_47,0.23689027
WSZW01000135.1_7,0.17317823
JACPWU010000051.1_12,0.28873864
NZ_AP014612.1_1847,0.2074055
JAFKJK010000011.1_184,0.29747385
NZ_CAJFNR010000073.1_16,0.12908715
LJUI01000097.1_4,0.2239128
PLDF01000210.1_42,0.15560962
JACRAC010000017.1_6,0.24581139
URWG01000045.1_4,0.20985493
JAGOUY010000006.1_81,0.25682372
DIVR01000025.1_7,0.23639087
JACTNB010000033.1_77,0.24930844
CAAEXI010000008.1_19,0.19680001
NZ_BDAU01000038.1_11,0.28560704
NZ_FRCD01000006.1_93,0.26632932
CAIWTR010000144.1_6,0.29656836
MVCZ01000141.1_4,0.16718256
LIUI01000070.1_15,0.25223175
JADHWT010000017.1_4,0.16959105
JAFRSI010000027.1_3,0.18836069
SLOM01000023.1_1,0.2620811
NZ_LR216287.1_1304,0.2680965
JABMQX010000677.1_5,0.2710926
DSCM01000061.1_1,0.26840478
JADGAT010000018.1_54,0.24919376
NZ_CP021081.1_2014,0.19915679
JACPTH010000557.1_4,0.2058373
NZ_KB290717.1_527,0.23758253
WFRF01000210.1_19,0.2439893
NC_007759.1_858,0.22972183
JAAZOE010000229.1_9,0.26810065
WUAI01000053.1_14,0.26696056
WQSZ01000148.1_2,0.26337522
JABMQX010000835.1_10,0.37167946
RFHX01000244.1_2,0.23976818
SLOM01000084.1_1,0.2736487
PKWQ01000417.1_1,0.29710168
NZ_FKIP01000615.1_1,0.2700624
JABMQX010000084.1_9,0.27600583
NZ_FCNU01000029.1_37,0.17981252
JACTNB010000024.1_34,0.20190775
NZ_BJKN01000001.1_1044,0.10358548
QZKU01000073.1_23,0.2564241
QNDJ01000388.1_1,0.22317846
PLFD01000034.1_4,0.22544761
NC_021031.1_807,0.24948463
PWGE01000453.1_5,0.20667438
PLDF01000301.1_3,0.25574866
NZ_FKIP01000946.1_5,0.23212545
PFND01000049.1_1,0.24669734
USJX01000107.1_1,0.25976607
NZ_JAGI01000002.1_2760,0.23387837
SOJN01000145.1_14,0.23652825
JACIXG010000047.1_5,0.32870513
NZ_FKIP01001300.1_2,0.20699139
CAISUK010000560.1_6,0.26900285
JAGXTL010000051.1_12,0.270212
JAAYHG010000215.1_1,0.22989364
UQCL01000001.1_5,0.2777112
NZ_LBMK01000003.1_490,0.28105956
DLMW01000055.1_3,0.20144959
JACOUC010000035.1_38,0.20761657
JAFCFP010000023.1_23,0.34233207
JAHDNF010000002.1_368,0.25490493
PWXJ01000159.1_3,0.24438131
QGUP01000098.1_8,0.31181714
PUNJ01000211.1_3,0.22521889
NZ_FKIP01000839.1_5,0.25558972
SXND01000219.1_6,0.25413457
BMST01000005.1_364,0.2517534
NZ_JACJQY010000022.1_62,0.219839
JABDHD010000100.1_3,0.2693909
CAISUK010000111.1_3,0.20037207
JACPWU010000054.1_32,0.1511731
NC_015499.1_1624,0.1933203
MVCZ01000049.1_4,0.23029122
JAAYAK010000096.1_4,0.2722455
NZ_LBMK01000001.1_827,0.19614728
JAAYXC010000146.1_1,0.29781786
WGBT01000057.1_5,0.2327135
NZ_CP060488.1_4940,0.2262795
DNCN01000136.1_2,0.21371862
NZ_AWNK01000013.1_33,0.22461596
PLYD01000161.1_7,0.15946333
MVCZ01000161.1_5,0.22962418
JAADHJ010000011.1_67,0.25019708
CAIWTR010000099.1_3,0.15107805
PUNC01000126.1_2,0.28351402
CAAEXI010000007.1_1,0.16318941
JAFCFP010000022.1_6,0.20511277
CAIWTR010000679.1_2,0.2717418
PMZC01000175.1_6,0.23046848
DUMP01000001.1_1,0.23025516
CACGHR010000009.1_21,0.20705962
NZ_LR216287.1_1901,0.21604967
VMTI01000114.1_18,0.30727848
CADCWE010000149.1_1,0.25796708
JAFGCY010000093.1_12,0.25025448
NZ_FKIP01000664.1_2,0.24839655
NZ_RZNA01000019.1_56,0.25789684
NC_017096.1_81,0.22039294
CP002989.1_373,0.23320036
JADJOY010000001.1_306,0.27351984
SYBY01000044.1_8,0.21280849
PKWQ01000031.1_4,0.19007285
PAQS01000005.1_55,0.23799582
NZ_PTQW01000059.1_9,0.23871413
DRTT01000107.1_7,0.19128159
DRTT01000167.1_11,0.21467805
JACPUR010000024.1_65,0.19458705
BMST01000005.1_505,0.20650597
PEWQ01000001.1_6,0.22397482
DFGE01000030.1_20,0.1785898
NZ_KB290717.1_251,0.2586867
NZ_JOOE01000002.1_313,0.25010446
CACGJS010000023.1_5,0.21554418
MFGS01000138.1_28,0.26037103
MVZB01000081.1_6,0.30207118
NC_015499.1_1824,0.22683354
MVCZ01000013.1_1,0.2733966
PUNJ01000055.1_24,0.17879903
NZ_NCSM01000088.1_11,0.20425434
JAATVM010000153.1_11,0.17198645
JACRMA010000088.1_9,0.1655703
NZ_PJIN01000003.1_238,0.27664506
NZ_JAGI01000002.1_330,0.19782203
JAFSDM010000003.1_2,0.15229581
SOJN01000108.1_24,0.22571471
PFSX01000032.1_1,0.27321666
NZ_LBMK01000001.1_344,0.21051908
DAPM01000022.1_1,0.20121059
PLDF01000366.1_40,0.20543727
JADJYS010000001.1_215,0.3187054
WFTM01000199.1_10,0.33548006
JAADHJ010000044.1_2,0.24927025
JAGOBX010000034.1_14,0.31743532
DSWB01000471.1_10,0.2533
PWGE01000302.1_7,0.2153188
JABDLO010000305.1_20,0.2503047
CACGHR010000014.1_1,0.23654583
CP002988.1_491,0.21365544
URWG01000033.1_10,0.17124599
JAGOBX010000230.1_1,0.19313602
NZUQ01000150.1_9,0.20822367
JACPAV010000004.1_139,0.24943796
NZ_JADEKP010000001.1_164,0.13861004
NZ_BDAU01000009.1_253,0.21406464
SXND01000189.1_6,0.29018956
JAGPKD010000024.1_3,0.26551244
PMWA01000027.1_34,0.22082655
JAFGEV010000027.1_1,0.27591452
JAFCFP010000028.1_7,0.16994664
SKQU01000363.1_1,0.2733121
JAADIO010000035.1_64,0.2983852
QLTX01000117.1_2,0.2476327
JAFGOL010000103.1_4,0.2605005
NC_011661.1_321,0.20057528
NZ_LMIV01000001.1_493,0.28598276
JAHKBB010000130.1_1,0.3647368
WJOT01000027.1_42,0.23089227
JABDHD010000060.1_8,0.18155667
JAAYXC010000149.1_3,0.15504625
NZ_JACJQY010000049.1_16,0.29590854
WFRF01000044.1_2,0.15759258
NZ_SJCO01000036.1_1,0.30700833
JAFGUZ010000218.1_2,0.27560163
VBAP01000007.1_1,0.26541516
CAILUR010000077.1_2,0.17590542
LJUD01000292.1_7,0.2447902
WVXK01000007.1_85,0.28493133
NZ_LMGK01000023.1_201,0.187174
JAAYAK010000099.1_22,0.18794705
QMNP01000174.1_1,0.24101773
JAFSWN010000234.1_44,0.24417666
JAHJSX010000093.1_2,0.26914772
WQSZ01000042.1_3,0.33445382
MVCZ01000156.1_1,0.18176185
JAFCDI010000002.1_44,0.19218889
CADBLV010000389.1_4,0.1720421
CAJUKE010000012.1_21,0.14401677
NVVD01000011.1_1,0.15905921
QCFI01000014.1_31,0.18643153
NZ_FKIP01000885.1_1,0.20504694
JADJOY010000001.1_88,0.20525995
JAHIPN010000332.1_3,0.24583784
JAAOXX010000021.1_2,0.20757826
WFTM01000045.1_8,0.19736218
JABIXH010000081.1_1,0.25614756
NZ_JPST01000018.1_37,0.20645475
JACTNB010000003.1_2,0.27683225
JACQOF010000127.1_139,0.26036385
SFNH01000238.1_1,0.15868892
PLPI01000110.1_4,0.28358033
PWOD01000130.1_7,0.21561334
PLYD01000260.1_1,0.2680804
CAISUK010000043.1_1,0.27623066
NZ_JADWYU010000208.1_9,0.3032511
WJLY01000321.1_1,0.295904
NZ_WEZQ01000001.1_26,0.19327857
JAGVWA010000018.1_45,0.25326785
PLYD01000285.1_7,0.25943825
PLYD01000103.1_5,0.20791546
NZ_JH815593.1_544,0.20416674
JABMQX010000511.1_3,0.22487731
NZ_CP029480.1_418,0.19220069
PLYD01000209.1_6,0.19321492
NZ_FQVN01000009.1_28,0.27342016
CAAETL010000012.1_8,0.24702497
JAFGIT010000169.1_4,0.13099302
JAGOBX010000152.1_1,0.18515638
NZ_CP015423.1_3385,0.2802642
QMNL01000058.1_10,0.24779955
JABMRT010000106.1_31,0.1951797
JAFYIM010000457.1_1,0.25271478
NZ_JABFHO010000001.1_28,0.20033813
JAAYEQ010000003.1_10,0.25306505
QNVD01000292.1_3,0.17578101
JABDHD010000019.1_34,0.22846313
JAGWYZ010000084.1_2,0.19232191
PMWA01000098.1_22,0.17599961
JACPTH010000545.1_1,0.16017781
LJUY01000026.1_3,0.25458676
NZ_CP014223.1_2099,0.19622812
NZ_JH815597.1_85,0.26842123
PWOD01000203.1_2,0.26981646
JAFYIM010000525.1_2,0.21328363
JAAOXU010000015.1_62,0.22271332
QIFF01000058.1_5,0.23198886
JAFGUZ010000034.1_2,0.17219616
VGIX01000089.1_2,0.24389228
DNCN01000019.1_1,0.21233754
JAFGEV010000317.1_22,0.16267304
JAAZOE010000319.1_3,0.19578536
QGUP01000209.1_6,0.1895521
JADQBH010000171.1_6,0.2402153
QNVD01000123.1_4,0.20528746
NZ_AFXQ01000001.1_171,0.27622753
CAJUHL010000178.1_4,0.19049954
SHYX01000006.1_61,0.24769166
JWIH01000010.1_139,0.2056752
NZ_AP018227.1_6442,0.14659008
SYBY01000139.1_1,0.3034796
JAGWYZ010000049.1_14,0.24729641
CP051243.1_312,0.18966469
SLOM01000069.1_35,0.31757477
MNYV01000003.1_9,0.23638411
CACGJS010000019.1_17,0.18870696
JABWCQ010000002.1_159,0.24865022
CAISUK010000052.1_6,0.24140152
DMSQ01000062.1_31,0.2621546
JAHIZU010000178.1_3,0.21725245
DAPM01000011.1_75,0.18509302
NZ_AP018227.1_5198,0.3351899
QCTB01000029.1_17,0.21275887
NZ_NCSM01000016.1_127,0.26575446
CAJUHL010000095.1_3,0.19384365
JAAYXC010000115.1_9,0.21869981
JAFSWN010000133.1_1,0.20135431
PLPI01000145.1_49,0.21511646
DREG01000255.1_1,0.25408897
NDHY01000004.1_62,0.16449551
JAFCDI010000012.1_12,0.2767539
PLYD01000054.1_2,0.1925084
NZ_BJKN01000002.1_698,0.13362402
CAJUKE010000052.1_3,0.20001383
JWIH01000025.1_32,0.23183317
JADBKU010000045.1_11,0.22287264
JAGOEH010000183.1_6,0.26445723
WTCB01000099.1_8,0.16783488
WJMB01000156.1_1,0.20718189
CADCWE010000250.1_13,0.24547005
CP002988.1_2818,0.22959268
JACRJN010000156.1_9,0.23352337
DREG01000397.1_14,0.16924003
DJVG01000005.1_9,0.27454424
MVCR01000044.1_9,0.24580808
WQSZ01000128.1_6,0.2093051
NBMB01000106.1_4,0.16979975
PLOF01000123.1_15,0.17469165
BMST01000003.1_97,0.17631617
NZ_CP016279.1_5390,0.2614488
PLYD01000060.1_1,0.21687683
JAFGTC010000261.1_38,0.28718907
NZ_LMKQ01000002.1_368,0.21572208
PLYD01000072.1_11,0.30885476
NZ_CP014223.1_1061,0.30503744
PMWA01000084.1_2,0.22721839
JADGAT010000003.1_1,0.26789078
CAJUHL010000184.1_2,0.27746576
JAGXKI010000017.1_17,0.17082058
NZ_WEZQ01000018.1_1,0.21390703
CABZRS010000021.1_1,0.22290735
JAFSWN010000085.1_4,0.22191449
NC_021031.1_3093,0.22688636
DRUY01000188.1_5,0.22961104
WSZW01000095.1_10,0.24977474
NZ_CAJFNR010000027.1_6,0.27548775
QMNP01000152.1_1,0.21553865
PWNJ01000199.1_3,0.2135499
JACPSX010000081.1_2,0.29734397
MNYV01000144.1_1,0.31402522
NZ_CP014223.1_498,0.22621378
NZ_BJKN01000004.1_50,0.25151557
JAFCDI010000007.1_24,0.235465
BMST01000003.1_484,0.20872363
NC_014836.1_1449,0.27431613
NZ_BAEO01000029.1_122,0.22948082
JABFGF010000001.1_75,0.14299597
MGQK01000065.1_8,0.21840072
JABWBZ010000023.1_5,0.27925077
JABWCD010000030.1_6,0.18107653
JAFGDH010000019.1_59,0.17913006
NC_017096.1_1490,0.15572545
NZ_JAGGOF010000097.1_49,0.2788201
AZYB01000012.1_26,0.20234561
NZ_BNCD01000004.1_60,0.24356408
CAJIYM010000005.1_131,0.1932089
NZ_CP016279.1_4621,0.23196082
JAGXLP010000040.1_1,0.236981
WAQR01000241.1_1,0.27353746
JAFSDM010000016.1_1,0.34331945
DLYX01000312.1_3,0.21349612
NZ_AP018227.1_3084,0.2273911
NZ_LT985324.1_273,0.28126964
DLYX01000571.1_1,0.24274531
CP002989.1_237,0.239356
JAAYKP010000020.1_21,0.2735793
JAHIPN010000271.1_1,0.16407682
NZ_FQVN01000001.1_350,0.23920839
JABDLO010000315.1_11,0.24092989
JAFSWN010000144.1_17,0.21303925
MWBZ01000083.1_12,0.2949866
JABFGF010000003.1_35,0.17722388
QLTX01000034.1_11,0.27692586
JADJOY010000029.1_15,0.17820917
NZ_UTHA01000078.1_154,0.23442444
VMTI01000044.1_1,0.2162377
NVVD01000012.1_87,0.2021255
PLDF01000298.1_2,0.19349436
DDYN01000016.1_58,0.23116116
DEYK01000070.1_27,0.2725783
DIWJ01000034.1_11,0.18907799
PUNC01000010.1_19,0.17739023
SYBY01000101.1_10,0.24550767
PAYP01000070.1_29,0.22314706
PLOF01000033.1_4,0.22740383
DUMP01000048.1_59,0.23828188
NZ_SGXC01000003.1_866,0.29639587
JAATVM010000153.1_4,0.17767197
CADCWE010000266.1_1,0.23594049
NZ_CP069127.1_1748,0.22040606
NZ_FCNU01000007.1_417,0.22401233
WAMD01000037.1_8,0.09057508
JAFGDH010000008.1_6,0.24996977
QCFI01000051.1_6,0.18712115
WJKZ01000123.1_1,0.19322006
NZ_LR216287.1_439,0.18225358
CAADSM010000097.1_9,0.14718865
DBJE01000011.1_9,0.18779297
NYZA01000153.1_1,0.40012178
JAERTH010000075.1_53,0.22144005
NZ_JH815596.1_44,0.16082306
CAJUHL010000001.1_105,0.23666973
KI543205.1_16,0.30187833
BDTG01000027.1_69,0.17159319
NZ_CAJFNR010000003.1_15,0.16428457
DLYX01000532.1_5,0.28613997
LDXN01000006.1_57,0.20711891
JAABRV010000092.1_6,0.17717408
CAISUK010000231.1_2,0.2208302
JAAYAK010000274.1_1,0.13977177
WLOP01000002.1_191,0.18717358
CP051243.1_228,0.24534419
NZ_VFPQ01000001.1_3551,0.24998775
NC_007759.1_1018,0.22524843
JAFGTL010000685.1_15,0.17822282
NZ_LT907975.1_362,0.17377743
JACPUC010000003.1_84,0.28309005
DTCJ01000050.1_1,0.25312027
JACPWU010000019.1_6,0.22091618
QLTX01000034.1_3,0.20053677
PLDF01000373.1_9,0.22483206
DREG01000422.1_1,0.2782496
MGQK01000009.1_20,0.18447796
NZ_JACJQY010000031.1_36,0.23399258
MNYI01000204.1_1,0.23452398
CAIQVJ010000130.1_56,0.25471604
MNYV01000036.1_1,0.31152865
SXND01000256.1_27,0.26288623
CAILUR010000025.1_11,0.29709646
JAGOUY010000001.1_16,0.22776623
JAAYHG010000304.1_4,0.28717607
PLDF01000370.1_18,0.2027292
JAATVM010000064.1_5,0.19990131
WAQS01000250.1_9,0.21288681
JAHJDO010000064.1_5,0.2231709
RFFQ01000183.1_22,0.20806737
MVCR01000114.1_8,0.074909076
PFND01000016.1_3,0.21194613
NC_007759.1_2138,0.18857357
JACQWU010000176.1_7,0.26140094
USJX01000120.1_1,0.25328246
JAHKBB010000020.1_1,0.28711683
PAYP01000043.1_36,0.23758607
VBJS01000184.1_11,0.24216142
JAFGTL010000238.1_11,0.17328987
CP036261.1_2558,0.25684243
JAFGIQ010000181.1_1,0.2650251
MGDH01000036.1_68,0.23593453
JAAYHG010000039.1_1,0.23067825
DDWC01000147.1_4,0.2641643
JAAYRV010000319.1_10,0.23816366
MHDQ01000030.1_4,0.23801783
LJUY01000065.1_10,0.21967797
NZ_LR216287.1_2824,0.16987184
JAHKBB010000070.1_21,0.26764977
NZ_BDAU01000033.1_83,0.2784049
NZ_SJCO01000114.1_1,0.22991967
NZ_JADEKP010000001.1_1459,0.2287747
CAISUK010000327.1_8,0.25487897
NZ_FKIP01000219.1_1,0.21318153
WAQR01000027.1_3,0.1805304
NZ_RXLO01000004.1_80,0.2681206
QCTB01000008.1_32,0.2244771
NZ_KB908323.1_21,0.266006
NZ_CP069127.1_5345,0.21742415
DDGC01000014.1_94,0.30133837
JACIXS010000138.1_2,0.2024405
CAIWRR010000004.1_2,0.264827
CAADSM010000072.1_22,0.20363064
JACRMA010000071.1_37,0.2172143
JAEEIL010000010.1_90,0.22345348
WAQS01000128.1_8,0.17917666
NZ_JADEKP010000001.1_875,0.24575277
PLPI01000027.1_49,0.20049873
WSZW01000051.1_4,0.28583196
DBJE01000006.1_37,0.20879392
NZ_CP021081.1_1398,0.19295356
JAFGUZ010000140.1_23,0.26490647
DITF01000018.1_14,0.16827132
PLFD01000026.1_31,0.30757606
JAHDNF010000002.1_275,0.21321407
DLGL01000111.1_7,0.20078984
SLDX01000085.1_6,0.29546386
CAAEXI010000012.1_69,0.20334692
JACRAC010000026.1_12,0.2866296
DBRQ01000009.1_24,0.19635478
JAFCDI010000006.1_12,0.15754569
NZ_JH815596.1_31,0.19247866
CAIWTR010000588.1_10,0.2550024
NZ_CP069127.1_3009,0.22980917
NZ_CP016279.1_8214,0.28040415
DHZH01000002.1_629,0.25706083
NZ_AGJL01000100.1_3,0.24774721
MNUP01000069.1_7,0.18189812
NZ_CP015423.1_1976,0.25292188
AWOA01000051.1_6,0.25013644
QIFF01000233.1_7,0.3554009
NZ_BNCD01000002.1_28,0.27543694
VGJA01000020.1_8,0.21408327
JADQBH010000077.1_6,0.24622002
WRBD01000021.1_30,0.24604416
DSKM01000009.1_309,0.25046688
JACRAC010000020.1_10,0.22612734
MNUP01000075.1_23,0.18113825
NZ_AP018227.1_299,0.28192756
JAFGTC010000117.1_3,0.22592154
NZ_AP018227.1_3337,0.2520407
NZ_LT907975.1_3089,0.28582358
MWCZ01000541.1_3,0.20892978
JACRAC010000035.1_14,0.29203215
JWIH01000010.1_6,0.2886606
LIUI01000124.1_1,0.20836702
NC_015499.1_1799,0.19507685
LQMQ01000002.1_36,0.25417432
JAFRSI010000061.1_8,0.14505263
CAIQVJ010000032.1_50,0.28885296
PWOD01000165.1_6,0.20481989
JAAYZI010000259.1_1,0.2780374
NZ_CP014223.1_1181,0.27032694
JABMQX010000338.1_3,0.18224509
PWNJ01000060.1_12,0.24961703
DDGC01000023.1_103,0.24490371
JAGORV010000002.1_117,0.2621358
LQMQ01000025.1_11,0.15877733
CAJFVT010000093.1_6,0.24555223
LJUY01000004.1_87,0.19034047
NZ_RXLO01000009.1_219,0.24448013
MWCZ01000210.1_7,0.24233809
MHDQ01000111.1_5,0.21927857
NZ_LMKQ01000002.1_180,0.26379615
WJMB01000190.1_7,0.21220085
NZ_SJCO01000015.1_111,0.2643856
NZ_LT985331.1_23,0.15886047
PLPI01000082.1_19,0.17537005
NZ_CP014223.1_2862,0.16801886
PLDF01000132.1_22,0.25444657
JAFGEX010000064.1_14,0.21428767
NZ_BNCD01000003.1_421,0.24281187
DFGE01000015.1_49,0.28545713
CAJUHL010000142.1_4,0.18082449
SOJN01000052.1_8,0.26449677
NZ_AP018227.1_570,0.2229406
JAEOSL010000195.1_2,0.28110275
JAAZOE010000335.1_1,0.18851748
DLGL01000123.1_30,0.16525307
JAADFP010000037.1_3,0.26838627
JADHWK010000062.1_13,0.25617108
BMST01000009.1_215,0.19341418
WVXK01000101.1_19,0.18375231
SFNH01000198.1_3,0.16543831
NZ_AGJL01000052.1_13,0.23440012
CAJUJZ010000079.1_9,0.19502829
NZ_SGXC01000002.1_372,0.23590787
JABDLO010000194.1_11,0.25568017
NZ_BDAU01000011.1_329,0.24609223
JAFGBW010000210.1_1,0.2755352
JAADIA010000079.1_45,0.16018234
NZ_NCSM01000010.1_178,0.20366988
JAAYAK010000216.1_1,0.14323726
DAPM01000018.1_72,0.18162909
NZ_BNCD01000003.1_448,0.18272392
CACGHR010000065.1_8,0.22700572
JACRMA010000114.1_1,0.28157
JAFGTC010000228.1_8,0.26263595
NZ_NCSM01000005.1_3,0.2849251
JAFCFP010000002.1_63,0.19334614
NZ_RZNA01000040.1_309,0.20953086
JABDHD010000114.1_12,0.30034328
DCUM01000216.1_2,0.24516359
VBJS01000015.1_8,0.13988431
NZ_AP018227.1_6567,0.22294064
NZ_AWRU01000023.1_1,0.3431055
DSWB01000140.1_1,0.24152088
PBWH01000031.1_15,0.2143323
NZ_AP018227.1_2117,0.2182506
NBMB01000015.1_14,0.17962778
NZ_CP016279.1_5683,0.18703945
CADCWE010000064.1_17,0.19125216
LIUI01000102.1_16,0.2507848
UQCL01000040.1_1,0.27326864
JADHWK010000019.1_20,0.24509063
NZ_JABFHO010000001.1_3336,0.17563225
OMZR01000054.1_1,0.27474287
JAFUHT010000036.1_70,0.21408296
CAIJMQ010000104.1_4,0.14800692
NZ_JABASS010000011.1_29,0.27176222
WJLY01000322.1_2,0.21745268
NZ_FKIP01000597.1_5,0.29998606
NZ_AP013035.1_535,0.16960722
SLGR01000024.1_1,0.29245582
NZ_JOOE01000005.1_4,0.15104327
JAHJDR010000034.1_6,0.21277897
