genome_accession,protein_id,category,emb_row,role,is_positive,phylum,length_aa,pfam_family
GB_GCA_000402295.1,AQRW01000011.1_4,dark_negative,22595,query,False,Aerophobota,49,
GB_GCA_900550955.1,URUF01000033.1_3,dark_negative,22596,query,False,Firmicutes_A,504,
GB_GCA_902773835.1,CACYFZ010000014.1_65,dark_negative,22597,query,False,Firmicutes_A,373,
GB_GCA_017848075.1,JAGALG010000144.1_1,dark_negative,22598,query,False,Firmicutes_A,177,
RS_GCF_015234215.1,NZ_JADEKP010000001.1_526,dark_negative,22599,query,False,Firmicutes_A,205,
GB_GCA_003564155.1,PWOA01000085.1_3,dark_negative,22600,query,False,Cloacimonadota,83,
GB_GCA_016278715.1,JADQBH010000049.1_35,dark_negative,22601,query,False,Bacteroidota,152,
GB_GCA_016192455.1,JACPUC010000024.1_8,dark_negative,22602,query,False,JACPUC01,217,
GB_GCA_903904735.1,CAIVDM010000196.1_9,dark_negative,22603,query,False,Bdellovibrionota_C,423,
GB_GCA_003598085.1,QZKU01000027.1_5,dark_negative,22604,query,False,Abyssubacteria,289,
RS_GCF_002368095.1,NZ_AP018227.1_2236,dark_negative,22605,query,False,Cyanobacteria,51,
GB_GCA_007136595.1,SLGQ01000031.1_3,dark_negative,22606,query,False,UBP6,208,
GB_GCA_016930695.1,JAFGGD010000058.1_12,dark_negative,22607,query,False,JABDJQ01,561,
GB_GCA_011372105.1,DRTT01000042.1_1,dark_negative,22608,query,False,Aerophobota,37,
GB_GCA_902800055.1,CADCCW010000018.1_37,dark_negative,22609,query,False,Verrucomicrobiota,190,
RS_GCF_001888165.1,NZ_CP015455.1_2759,dark_negative,22610,query,False,Desulfobacterota,274,
GB_GCA_003554345.1,PWGE01000320.1_10,dark_negative,22611,query,False,T1SED10-198M,128,
GB_GCA_017795025.1,CP051243.1_1529,dark_negative,22612,query,False,Bacteroidota,328,
GB_GCA_003554345.1,PWGE01000001.1_8,dark_negative,22613,query,False,T1SED10-198M,618,
RS_GCF_001436505.1,NZ_AYYI01000023.1_22,dark_negative,22614,query,False,Firmicutes,92,
GB_GCA_002428325.1,DIVR01000025.1_7,dark_negative,22615,query,False,UBP4,56,
GB_GCA_016867655.1,VGJA01000118.1_1,dark_negative,22616,query,False,Altiarchaeota,66,
GB_GCA_016929465.1,JAFGIT010000220.1_5,dark_negative,22617,query,False,B130-G9,65,
GB_GCA_013138765.1,WTCB01000099.1_8,dark_negative,22618,query,False,EX4484-52,57,
GB_GCA_001871015.1,MNUO01000132.1_14,dark_negative,22619,query,False,Desantisbacteria,715,
GB_GCA_002410925.1,DHPR01000033.1_337,dark_negative,22620,query,False,UBP13,55,
GB_GCA_009777175.1,WRMI01000010.1_25,dark_negative,22621,query,False,Bacteroidota,482,
GB_GCA_012517325.1,JAAYVF010000086.1_30,dark_negative,22622,query,False,FEN-1099,179,
GB_GCA_017997825.1,JAGOEH010000183.1_6,dark_negative,22623,query,False,JAGOEH01,57,
RS_GCF_018131225.1,NZ_JAFCMM010000001.1_1979,dark_negative,22624,query,False,Proteobacteria,110,
GB_GCA_002327255.1,DCUM01000248.1_3,dark_negative,22625,query,False,KSB1,496,
GB_GCA_016190025.1,JACPRG010000076.1_4,dark_negative,22626,query,False,UBA8248,125,
GB_GCA_003235575.1,QJVW01000113.1_1,dark_negative,22627,query,False,Eisenbacteria,199,
GB_GCA_017608575.1,JAFCFP010000039.1_9,dark_negative,22628,query,False,Iainarchaeota,103,
GB_GCA_001797815.1,MGQK01000047.1_7,dark_negative,22629,query,False,RBG-13-61-14,207,
GB_GCA_017999075.1,JAGOBX010000381.1_1,dark_negative,22630,query,False,JAGOBX01,121,
GB_GCA_003457135.1,DMSQ01000058.1_34,dark_negative,22631,query,False,Bacteroidota,59,
GB_GCA_018335295.1,JAGXKI010000022.1_33,dark_negative,22632,query,False,Acidobacteriota,71,
GB_GCA_003135055.1,PLDF01000269.1_3,dark_negative,22633,query,False,Acidobacteriota,192,
GB_GCA_004558035.1,SFEJ01000009.1_18,dark_negative,22634,query,False,Verrucomicrobiota,228,
GB_GCA_018333635.1,JAGXTL010000029.1_69,dark_negative,22635,query,False,Firmicutes_D,132,
GB_GCA_002714785.1,PAYP01000083.1_2,dark_negative,22636,query,False,Poribacteria,75,
GB_GCA_002347965.1,DDYN01000045.1_17,dark_negative,22637,query,False,UBA2233,203,
RS_GCF_003992595.1,NZ_RZNA01000038.1_6,dark_negative,22638,query,False,Bacteroidota,740,
GB_GCA_008080745.1,SHMX01000010.1_36,dark_negative,22639,query,False,Asgardarchaeota,185,
RS_GCF_003992595.1,NZ_RZNA01000052.1_209,dark_negative,22640,query,False,Bacteroidota,182,
GB_GCA_007136585.1,SLGR01000024.1_1,dark_negative,22641,query,False,CG03,59,
RS_GCF_002993335.1,NZ_PVNS01000007.1_134,dark_negative,22642,query,False,Firmicutes,87,
RS_GCF_002224125.1,NZ_NCSM01000003.1_327,dark_negative,22643,query,False,Actinobacteriota,178,
GB_GCA_001774505.1,MFAF01000008.1_3,dark_negative,22644,query,False,RBG-13-66-14,160,
GB_GCA_000224475.1,CP002989.1_4,dark_negative,22645,query,False,Halobacteriota,67,
GB_GCA_015520145.1,WAQR01000214.1_5,dark_negative,22646,query,False,Hydrothermarchaeota,35,
GB_GCA_012797915.1,JAAZOE010000357.1_2,dark_negative,22647,query,False,Zixibacteria,78,
GB_GCA_016929465.1,JAFGIT010000405.1_10,dark_negative,22648,query,False,B130-G9,164,
GB_GCA_003644825.1,QNDJ01000492.1_1,dark_negative,22649,query,False,SM23-31,343,
RS_GCF_000526575.1,NZ_JAGI01000003.1_330,dark_negative,22650,query,False,Firmicutes_A,61,
GB_GCA_003151665.1,PLYD01000257.1_3,dark_negative,22651,query,False,Dormibacterota,154,
GB_GCA_018969115.1,JAGWYZ010000034.1_10,dark_negative,22652,query,False,Chloroflexota,288,
GB_GCA_910586425.1,CAJUHL010000070.1_4,dark_negative,22653,query,False,Firmicutes,167,
GB_GCA_016235255.1,JACRLM010000107.1_25,dark_negative,22654,query,False,Nitrospinota,83,
GB_GCA_002414385.1,DHZH01000001.1_127,dark_negative,22655,query,False,Proteobacteria,169,
GB_GCA_017306015.1,JAFKJK010000021.1_60,dark_negative,22656,query,False,Actinobacteriota,470,
GB_GCA_002403115.1,DHHE01000036.1_8,dark_negative,22657,query,False,Edwardsbacteria,136,
GB_GCA_004554205.1,SFNH01000250.1_5,dark_negative,22658,query,False,Firmicutes_A,49,
GB_GCA_001303705.1,LJUI01000007.1_7,dark_negative,22659,query,False,TA06,52,
RS_GCF_001542625.1,NZ_CP016279.1_3648,dark_negative,22660,query,False,Actinobacteriota,196,
GB_GCA_015520115.1,WAQS01000066.1_11,dark_negative,22661,query,False,Halobacteriota,145,
GB_GCA_016867715.1,VGIW01000030.1_15,dark_negative,22662,query,False,JABDJQ01,366,
RS_GCF_003958645.1,NZ_RXLO01000010.1_110,dark_negative,22663,query,False,Bacteroidota,640,
GB_GCA_016192135.1,JACPUR010000041.1_162,dark_negative,22664,query,False,UBA8248,274,
RS_GCF_001428865.1,NZ_LMIV01000001.1_631,dark_negative,22665,query,False,Proteobacteria,126,
RS_GCF_002929705.1,NZ_PJIN01000008.1_77,dark_negative,22666,query,False,Actinobacteriota,122,
GB_GCA_012516115.1,JAAYXC010000422.1_1,dark_negative,22667,query,False,Firmicutes_G,50,
RS_GCF_900696045.1,NZ_LR216287.1_2016,dark_negative,22668,query,False,Thermoproteota,92,
GB_GCA_017997825.1,JAGOEH010000061.1_3,dark_negative,22669,query,False,JAGOEH01,234,
RS_GCF_000526575.1,NZ_JAGI01000002.1_1144,dark_negative,22670,query,False,Firmicutes_A,132,
GB_GCA_018664975.1,JABIXH010000133.1_9,dark_negative,22671,query,False,Nitrospinota,329,
GB_GCA_016929465.1,JAFGIT010000145.1_1,dark_negative,22672,query,False,B130-G9,237,
RS_GCF_003010495.1,NZ_CP027570.1_1332,dark_negative,22673,query,False,Firmicutes_C,173,
RS_GCF_000314995.1,NZ_BAEO01000007.1_36,dark_negative,22674,query,False,Proteobacteria,335,
GB_GCA_015231885.1,JADGAT010000054.1_3,dark_negative,22675,query,False,SAR324,165,
GB_GCA_002780065.1,PEWQ01000179.1_5,dark_negative,22676,query,False,UBA8481,101,
RS_GCF_900217235.1,NZ_LT907975.1_3400,dark_negative,22677,query,False,Desulfobacterota_I,82,
GB_GCA_003135055.1,PLDF01000251.1_8,dark_negative,22678,query,False,Acidobacteriota,30,
GB_GCA_003170555.1,PMZC01000181.1_4,dark_negative,22679,query,False,FEN-1099,216,
RS_GCF_001421565.1,NZ_LMKQ01000001.1_633,dark_negative,22680,query,False,Actinobacteriota,93,
GB_GCA_007136595.1,SLGQ01000145.1_11,dark_negative,22681,query,False,UBP6,287,
GB_GCA_003230635.1,QIFF01000238.1_5,dark_negative,22682,query,False,SZUA-182,166,
RS_GCF_014696925.1,NZ_JACJQY010000015.1_1,dark_negative,22683,query,False,Cyanobacteria,667,
GB_GCA_016713535.1,JADJOY010000007.1_85,dark_negative,22684,query,False,JADJOY01,316,
GB_GCA_018725485.1,QLUP01000065.1_1,dark_negative,22685,query,False,HKB111,31,
RS_GCF_000235465.1,NZ_JH379003.1_27,dark_negative,22686,query,False,Fusobacteriota,260,
GB_GCA_018812485.1,JAHJDO010000135.1_20,dark_negative,22687,query,False,JAHJDO01,318,
GB_GCA_900550955.1,URUF01000003.1_81,dark_negative,22688,query,False,Firmicutes_A,364,
RS_GCF_014696925.1,NZ_JACJQY010000026.1_34,dark_negative,22689,query,False,Cyanobacteria,73,
RS_GCF_000378005.1,NZ_KB899040.1_1387,dark_negative,22690,query,False,Coprothermobacterota,134,
GB_GCA_016927185.1,JAFGND010000077.1_13,dark_negative,22691,query,False,JAFGND01,207,
GB_GCA_015523055.1,WALD01000003.1_7,dark_negative,22692,query,False,Altiarchaeota,218,
GB_GCA_003159495.1,PLPI01000106.1_14,dark_negative,22693,query,False,Goldbacteria,126,
GB_GCA_015485525.1,WFTM01000468.1_4,dark_negative,22694,query,False,KSB1,356,
GB_GCA_003447545.1,DLYX01000360.1_3,dark_negative,22695,query,False,Desulfobacterota_B,153,
GB_GCA_018435605.1,JAHDNF010000008.1_10,dark_negative,22696,query,False,Aureabacteria,222,
GB_GCA_017613855.1,JAGACY010000064.1_3,dark_negative,22697,query,False,Myxococcota,376,
GB_GCA_019232725.1,JAFANK010000056.1_3,dark_negative,22698,query,False,Eremiobacterota,61,
RS_GCF_004661485.1,NZ_PQVH01000001.1_93,dark_negative,22699,query,False,Proteobacteria,188,
GB_GCA_018830205.1,JAHJSX010000114.1_2,dark_negative,22700,query,False,Hydrothermarchaeota,77,
RS_GCF_001427125.1,NZ_LMGK01000023.1_95,dark_negative,22701,query,False,Proteobacteria,50,
RS_GCF_014696925.1,NZ_JACJQY010000020.1_48,dark_negative,22702,query,False,Cyanobacteria,436,
GB_GCA_002314945.1,DCHV01000072.1_6,dark_negative,22703,query,False,Bacteroidota,72,
GB_GCA_903821905.1,CAIJMQ010000066.1_27,dark_negative,22704,query,False,CAIJMQ01,126,
GB_GCA_013112635.1,JABFGF010000001.1_223,dark_negative,22705,query,False,Calditrichota,116,
GB_GCA_001798265.1,MGRR01000061.1_5,dark_negative,22706,query,False,Bdellovibrionota_E,135,
GB_GCA_006227105.1,SBFR01000104.1_10,dark_negative,22707,query,False,Bacteroidota,150,
GB_GCA_900317285.1,ONGA01000011.1_42,dark_negative,22708,query,False,Bacteroidota,89,
GB_GCA_016235675.1,JACRJN010000057.1_8,dark_negative,22709,query,False,SZUA-182,34,
GB_GCA_016931355.1,JAFGEX010000376.1_9,dark_negative,22710,query,False,QNDG01,93,
RS_GCF_003958645.1,NZ_RXLO01000018.1_32,dark_negative,22711,query,False,Bacteroidota,107,
RS_GCF_006716785.1,NZ_VFPQ01000001.1_1012,dark_negative,22712,query,False,Actinobacteriota,154,
GB_GCA_003222135.1,QHUM01000059.1_1,dark_negative,22713,query,False,Gemmatimonadota,30,
GB_GCA_013360215.1,JABWCP010000009.1_80,dark_negative,22714,query,False,CLD3,296,
RS_GCF_000469585.1,NZ_AWNK01000004.1_70,dark_negative,22715,query,False,Chrysiogenota,192,
GB_GCA_018812345.1,JAHJDR010000061.1_4,dark_negative,22716,query,False,UBA10199,147,
GB_GCA_013359265.1,JABWCD010000001.1_81,dark_negative,22717,query,False,Hydrogenedentota,207,
GB_GCA_016192455.1,JACPUC010000019.1_59,dark_negative,22718,query,False,JACPUC01,102,
GB_GCA_016192885.1,JACPTH010000085.1_1,dark_negative,22719,query,False,Riflebacteria,547,
GB_GCA_013425335.1,JACCLG010000019.1_18,dark_negative,22720,query,False,Micrarchaeota,128,
GB_GCA_018812585.1,JAHJDJ010000298.1_12,dark_negative,22721,query,False,AABM5-125-24,373,
GB_GCA_903905455.1,CAIVGN010000055.1_8,dark_negative,22722,query,False,Myxococcota,143,
GB_GCA_011047235.1,DSNN01000127.1_5,dark_negative,22723,query,False,SpSt-318,87,
RS_GCF_001005295.1,NZ_LBMK01000009.1_40,dark_negative,22724,query,False,Actinobacteriota,378,
GB_GCA_900759985.1,CAAEXI010000003.1_24,dark_negative,22725,query,False,Firmicutes,235,
GB_GCA_007741475.1,CP036261.1_320,dark_negative,22726,query,False,Planctomycetota,144,
GB_GCA_018220935.1,JAAOXU010000010.1_15,dark_negative,22727,query,False,SpSt-1190,269,
GB_GCA_013285685.1,JABDHD010000034.1_21,dark_negative,22728,query,False,Bacteroidota,197,
GB_GCA_016844955.1,JAERTH010000039.1_5,dark_negative,22729,query,False,Marinisomatota,570,
GB_GCA_018334615.1,JAGXLP010000003.1_6,dark_negative,22730,query,False,Bipolaricaulota,233,
RS_GCF_003444775.1,NZ_CP021081.1_880,dark_negative,22731,query,False,Deinococcota,283,
GB_GCA_015485525.1,WFTM01000278.1_2,dark_negative,22732,query,False,KSB1,78,
GB_GCA_903904735.1,CAIVDM010000035.1_45,dark_negative,22733,query,False,Bdellovibrionota_C,289,
GB_GCA_018821925.1,JAHJLF010000053.1_38,dark_negative,22734,query,False,Edwardsbacteria,157,
GB_GCA_003663585.1,QMTU01000051.1_6,dark_negative,22735,query,False,Thermoplasmatota,218,
GB_GCA_902806325.1,CADCWE010000119.1_6,dark_negative,22736,query,False,Chloroflexota,38,
GB_GCA_003554945.1,PWHN01000092.1_9,dark_negative,22737,query,False,T1Sed10-126,30,
GB_GCA_013138765.1,WTCB01000126.1_51,dark_negative,22738,query,False,EX4484-52,163,
GB_GCA_015231885.1,JADGAT010000016.1_57,dark_negative,22739,query,False,SAR324,127,
GB_GCA_905213875.1,CAJMJN010000008.1_10,dark_negative,22740,query,False,Firmicutes_A,538,
GB_GCA_016844955.1,JAERTH010000180.1_2,dark_negative,22741,query,False,Marinisomatota,89,
RS_GCF_001005295.1,NZ_LBMK01000002.1_1363,dark_negative,22742,query,False,Actinobacteriota,172,
GB_GCA_014728245.1,WJLY01000225.1_1,dark_negative,22743,query,False,VGIX01,55,
RS_GCF_000763315.1,NZ_JPST01000005.1_26,dark_negative,22744,query,False,Firmicutes,68,
GB_GCA_001443445.1,LDXN01000017.1_23,dark_negative,22745,query,False,Desulfobacterota_D,149,
RS_GCF_015234215.1,NZ_JADEKP010000001.1_624,dark_negative,22746,query,False,Firmicutes_A,76,
GB_GCA_000496215.1,KI543214.1_56,dark_negative,22747,query,False,Halobacteriota,283,
GB_GCA_017997825.1,JAGOEH010000251.1_7,dark_negative,22748,query,False,JAGOEH01,20,
GB_GCA_000739515.1,DF820456.1_509,dark_negative,22749,query,False,Moduliflexota,95,
GB_GCA_905233525.1,CAJOEW010000028.1_14,dark_negative,22750,query,False,Synergistota,359,
GB_GCA_013359265.1,JABWCD010000001.1_188,dark_negative,22751,query,False,Hydrogenedentota,227,
GB_GCA_013203085.1,JABMQX010000881.1_7,dark_negative,22752,query,False,JABMQX01,155,
GB_GCA_002418945.1,DIFC01000073.1_12,dark_negative,22753,query,False,Desulfobacterota_G,207,
RS_GCF_900582195.1,NZ_UTHA01000117.1_1,dark_negative,22754,query,False,Proteobacteria,94,
RS_GCF_900079095.1,NZ_FKIP01000537.1_2,dark_negative,22755,query,False,Tectomicrobia,75,
GB_GCA_013359335.1,JABWBZ010000392.1_2,dark_negative,22756,query,False,CLD3,190,
GB_GCA_002441095.1,DJVG01000059.1_1,dark_negative,22757,query,False,UBA6262,31,
RS_GCF_000523515.1,NZ_AWRU01000012.1_96,dark_negative,22758,query,False,Bacteroidota,294,
GB_GCA_900751785.1,CAADSM010000021.1_27,dark_negative,22759,query,False,Firmicutes_A,54,
GB_GCA_018725485.1,QLUP01000204.1_1,dark_negative,22760,query,False,HKB111,396,
RS_GCF_003958645.1,NZ_RXLO01000018.1_43,dark_negative,22761,query,False,Bacteroidota,128,
GB_GCA_001797815.1,MGQK01000053.1_63,dark_negative,22762,query,False,RBG-13-61-14,159,
GB_GCA_016235675.1,JACRJN010000049.1_14,dark_negative,22763,query,False,SZUA-182,130,
GB_GCA_015662355.1,DQUI01000014.1_9,dark_negative,22764,query,False,Methanobacteriota_A,136,
GB_GCA_018333635.1,JAGXTL010000032.1_16,dark_negative,22765,query,False,Firmicutes_D,193,
GB_GCA_001567115.1,LMZT01000152.1_13,dark_negative,22766,query,False,OLB16,360,
GB_GCA_903888645.1,CAISUK010000605.1_4,dark_negative,22767,query,False,Proteobacteria,53,
GB_GCA_009619095.1,WJOT01000059.1_28,dark_negative,22768,query,False,UBA6262,93,
GB_GCA_905213875.1,CAJMJN010000009.1_15,dark_negative,22769,query,False,Firmicutes_A,228,
GB_GCA_014728245.1,WJLY01000152.1_3,dark_negative,22770,query,False,VGIX01,52,
GB_GCA_017853815.1,JAFMIT010000039.1_12,dark_negative,22771,query,False,Actinobacteriota,147,
GB_GCA_001304035.1,LJUD01000221.1_6,dark_negative,22772,query,False,SM23-31,157,
GB_GCA_910586425.1,CAJUHL010000042.1_1,dark_negative,22773,query,False,Firmicutes,69,
GB_GCA_003695725.1,RFHX01000184.1_8,dark_negative,22774,query,False,Schekmanbacteria,82,
GB_GCA_013151555.1,JAADIA010000059.1_6,dark_negative,22775,query,False,NPL-UPA2,106,
GB_GCA_910587075.1,CAJUKE010000006.1_77,dark_negative,22776,query,False,Bacteroidota,70,
GB_GCA_903905455.1,CAIVGN010000062.1_1,dark_negative,22777,query,False,Myxococcota,288,
GB_GCA_003695505.1,RFIY01000068.1_7,dark_negative,22778,query,False,J088,115,
GB_GCA_005777235.1,SXND01000137.1_16,dark_negative,22779,query,False,Tectomicrobia,32,
GB_GCA_018061025.1,JAGOUY010000001.1_89,dark_negative,22780,query,False,Patescibacteria,315,
GB_GCA_003133265.1,PKWQ01000143.1_1,dark_negative,22781,query,False,Proteobacteria,59,
GB_GCA_014649295.1,BMST01000005.1_547,dark_negative,22782,query,False,Actinobacteriota,149,
RS_GCF_013404085.1,NZ_JABFHO010000001.1_1905,dark_negative,22783,query,False,Bacteroidota,119,
GB_GCA_000739515.1,DF820456.1_264,dark_negative,22784,query,False,Moduliflexota,202,
GB_GCA_014649295.1,BMST01000018.1_7,dark_negative,22785,query,False,Actinobacteriota,285,
RS_GCF_001005295.1,NZ_LBMK01000009.1_273,dark_negative,22786,query,False,Actinobacteriota,60,
GB_GCA_016196885.1,JACPWU010000035.1_6,dark_negative,22787,query,False,JACPWU01,507,
GB_GCA_013112635.1,JABFGF010000003.1_293,dark_negative,22788,query,False,Calditrichota,156,
GB_GCA_002345475.1,DDWC01000029.1_13,dark_negative,22789,query,False,Firmicutes_H,78,
GB_GCA_013360215.1,JABWCP010000001.1_69,dark_negative,22790,query,False,CLD3,375,
GB_GCA_016209155.1,JACQWU010000284.1_7,dark_negative,22791,query,False,JACRDZ01,194,
GB_GCA_003644825.1,QNDJ01000415.1_2,dark_negative,22792,query,False,SM23-31,154,
GB_GCA_016930695.1,JAFGGD010000030.1_15,dark_negative,22793,query,False,JABDJQ01,575,
RS_GCF_000013405.1,NC_007759.1_652,dark_negative,22794,query,False,Desulfobacterota,238,
GB_GCA_014728185.1,WJMB01000344.1_3,dark_negative,22795,query,False,RBG-13-66-14,183,
GB_GCA_016192455.1,JACPUC010000002.1_106,dark_negative,22796,query,False,JACPUC01,290,
RS_GCF_003992615.1,NZ_RZMY01000013.1_415,dark_negative,22797,query,False,Bacteroidota,204,
GB_GCA_903888645.1,CAISUK010000652.1_20,dark_negative,22798,query,False,Proteobacteria,104,
GB_GCA_016931415.1,JAFGEW010000076.1_11,dark_negative,22799,query,False,JABMQX01,274,
GB_GCA_016719645.1,JADJYS010000002.1_262,dark_negative,22800,query,False,Krumholzibacteriota,428,
GB_GCA_003564155.1,PWOA01000069.1_3,dark_negative,22801,query,False,Cloacimonadota,343,
RS_GCF_000523515.1,NZ_AWRU01000012.1_90,dark_negative,22802,query,False,Bacteroidota,244,
GB_GCA_015494185.1,WGBT01000337.1_7,dark_negative,22803,query,False,Proteobacteria,60,
GB_GCA_002482685.1,DLGL01000083.1_23,dark_negative,22804,query,False,Bdellovibrionota,146,
RS_GCF_002368095.1,NZ_AP018227.1_7003,dark_negative,22805,query,False,Cyanobacteria,91,
GB_GCA_016932385.1,JAFGCY010000025.1_2,dark_negative,22806,query,False,4484-113,135,
RS_GCF_014656295.1,NZ_BNCD01000009.1_20,dark_negative,22807,query,False,Actinobacteriota,144,
GB_GCA_002069765.1,MWBZ01000061.1_11,dark_negative,22808,query,False,Wallbacteria,233,
GB_GCA_004347925.1,QNVD01000146.1_4,dark_negative,22809,query,False,Hadarchaeota,65,
RS_GCF_001427125.1,NZ_LMGK01000025.1_488,dark_negative,22810,query,False,Proteobacteria,349,
RS_GCF_000763315.1,NZ_JPST01000033.1_10,dark_negative,22811,query,False,Firmicutes,65,
GB_GCA_013202295.1,JABMRT010000137.1_23,dark_negative,22812,query,False,QNDG01,360,
GB_GCA_003135055.1,PLDF01000446.1_14,dark_negative,22813,query,False,Acidobacteriota,215,
GB_GCA_001567115.1,LMZT01000165.1_8,dark_negative,22814,query,False,OLB16,666,
GB_GCA_013151535.1,JAADIC010000027.1_1,dark_negative,22815,query,False,Proteobacteria,174,
GB_GCA_007741475.1,CP036261.1_4972,dark_negative,22816,query,False,Planctomycetota,72,
GB_GCA_017694495.1,JADIMU010000037.1_4,dark_negative,22817,query,False,Spirochaetota,35,
GB_GCA_017853815.1,JAFMIT010000133.1_6,dark_negative,22818,query,False,Actinobacteriota,70,
GB_GCA_018894595.1,JAHIPN010000273.1_3,dark_negative,22819,query,False,Atribacterota,609,
RS_GCF_001719045.1,NZ_CP015423.1_1140,dark_negative,22820,query,False,Firmicutes,33,
GB_GCA_000402295.1,AQRW01000167.1_7,dark_negative,22821,query,False,Aerophobota,743,
GB_GCA_900547995.1,URIY01000029.1_19,dark_negative,22822,query,False,Firmicutes,301,
GB_GCA_019239955.1,JAFAZD010000059.1_19,dark_negative,22823,query,False,Armatimonadota,383,
RS_GCF_001542625.1,NZ_CP016279.1_1164,dark_negative,22824,query,False,Actinobacteriota,136,
GB_GCA_016934125.1,JAFGTL010000186.1_2,dark_negative,22825,query,False,Hydrogenedentota,66,
GB_GCA_002049825.1,MVCZ01000098.1_5,dark_negative,22826,query,False,Calditrichota,198,
RS_GCF_003444775.1,NZ_CP021082.1_427,dark_negative,22827,query,False,Deinococcota,139,
GB_GCA_003135055.1,PLDF01000200.1_5,dark_negative,22828,query,False,Acidobacteriota,99,
GB_GCA_003647825.1,QMNP01000172.1_1,dark_negative,22829,query,False,Cloacimonadota,47,
GB_GCA_003644825.1,QNDJ01000007.1_6,dark_negative,22830,query,False,SM23-31,71,
GB_GCA_001784175.1,MFPR01000024.1_14,dark_negative,22831,query,False,Lindowbacteria,176,
GB_GCA_015231885.1,JADGAT010000012.1_16,dark_negative,22832,query,False,SAR324,287,
RS_GCF_016786325.1,NZ_JADWYU010000193.1_7,dark_negative,22833,query,False,Actinobacteriota,93,
RS_GCF_900129375.1,NZ_FQVN01000013.1_18,dark_negative,22834,query,False,Actinobacteriota,131,
RS_GCF_001647085.1,NZ_CP015520.1_950,dark_negative,22835,query,False,Methanobacteriota_B,74,
RS_GCF_000298075.1,NZ_JH815596.1_44,dark_negative,22836,query,False,Firmicutes,58,
RS_GCF_009864005.1,NZ_WEZQ01000001.1_26,dark_negative,22837,query,False,Firmicutes,57,
GB_GCA_001771315.1,METK01000017.1_57,dark_negative,22838,query,False,Dependentiae,37,
GB_GCA_002869225.1,PKTG01000100.1_28,dark_negative,22839,query,False,Muirbacteria,190,
GB_GCA_009779835.1,WRBD01000027.1_25,dark_negative,22840,query,False,Firmicutes_A,70,
RS_GCF_014656295.1,NZ_BNCD01000001.1_44,dark_negative,22841,query,False,Actinobacteriota,45,
GB_GCA_016932215.1,JAFGDH010000019.1_7,dark_negative,22842,query,False,Aenigmatarchaeota,258,
GB_GCA_902806325.1,CADCWE010000192.1_39,dark_negative,22843,query,False,Chloroflexota,110,
GB_GCA_014649295.1,BMST01000018.1_74,dark_negative,22844,query,False,Actinobacteriota,274,
RS_GCF_900290275.1,NZ_LT985323.1_265,dark_negative,22845,query,False,Bacteroidota,49,
GB_GCA_002337455.1,DDGC01000029.1_26,dark_negative,22846,query,False,Proteobacteria,100,
GB_GCA_902800055.1,CADCCW010000029.1_10,dark_negative,22847,query,False,Verrucomicrobiota,94,
GB_GCA_016196885.1,JACPWU010000056.1_75,dark_negative,22848,query,False,JACPWU01,157,
GB_GCA_002727195.1,PBWH01000027.1_124,dark_negative,22849,query,False,Latescibacterota,87,
GB_GCA_003697105.1,RFFQ01000131.1_49,dark_negative,22850,query,False,4572-55,170,
GB_GCA_013138765.1,WTCB01000109.1_1,dark_negative,22851,query,False,EX4484-52,616,
GB_GCA_018894595.1,JAHIPN010000070.1_2,dark_negative,22852,query,False,Atribacterota,183,
GB_GCA_016209155.1,JACQWU010000322.1_4,dark_negative,22853,query,False,JACRDZ01,117,
GB_GCA_900539505.1,UQCL01000012.1_7,dark_negative,22854,query,False,Campylobacterota,49,
RS_GCF_000763315.1,NZ_JPST01000013.1_2,dark_negative,22855,query,False,Firmicutes,38,
GB_GCA_005788585.1,SYBY01000073.1_3,dark_negative,22856,query,False,Actinobacteriota,94,
GB_GCA_001303705.1,LJUI01000087.1_7,dark_negative,22857,query,False,TA06,143,
GB_GCA_014360495.1,JACIXR010000004.1_116,dark_negative,22858,query,False,JACIXR01,113,
RS_GCF_900079095.1,NZ_FKIP01000732.1_5,dark_negative,22859,query,False,Tectomicrobia,96,
GB_GCA_008080745.1,SHMX01000003.1_344,dark_negative,22860,query,False,Asgardarchaeota,183,
GB_GCA_012517325.1,JAAYVF010000013.1_27,dark_negative,22861,query,False,FEN-1099,294,
GB_GCA_016934335.1,JAFGTC010000102.1_1,dark_negative,22862,query,False,OLB16,156,
GB_GCA_903875225.1,CAIQVJ010000043.1_39,dark_negative,22863,query,False,Myxococcota_A,342,
GB_GCA_002701645.1,NZWP01000022.1_12,dark_negative,22864,query,False,Marinisomatota,169,
GB_GCA_013002995.1,JABDLO010000180.1_5,dark_negative,22865,query,False,Bacteroidota,175,
GB_GCA_016867715.1,VGIW01000154.1_6,dark_negative,22866,query,False,JABDJQ01,145,
GB_GCA_008933015.1,WBXH01000002.1_16,dark_negative,22867,query,False,Verrucomicrobiota,209,
GB_GCA_903875225.1,CAIQVJ010000137.1_21,dark_negative,22868,query,False,Myxococcota_A,125,
GB_GCA_905479535.1,CAJQMW010000395.1_5,dark_negative,22869,query,False,Bacteroidota,49,
GB_GCA_016213555.1,JACRAC010000059.1_8,dark_negative,22870,query,False,Aenigmatarchaeota,23,
RS_GCF_900217235.1,NZ_LT907975.1_1207,dark_negative,22871,query,False,Desulfobacterota_I,133,
