genome_accession,protein_id,category
RS_GCF_014656295.1,NZ_BNCD01000004.1_275,dark_negative
RS_GCF_001428865.1,NZ_LMIV01000002.1_669,dark_negative
GB_GCA_000739515.1,DF820456.1_6,dark_negative
GB_GCA_016783505.1,JADHWK010000022.1_13,dark_negative
GB_GCA_016933595.1,JAFGAQ010000225.1_12,dark_negative
RS_GCF_014645315.1,NZ_BMLQ01000007.1_115,dark_negative
GB_GCA_002482685.1,DLGL01000068.1_12,dark_negative
GB_GCA_011372105.1,DRTT01000108.1_1,dark_negative
GB_GCA_018725175.1,QLTX01000060.1_10,dark_negative
GB_GCA_013285685.1,JABDHD010000049.1_16,dark_negative
GB_GCA_016192455.1,JACPUC010000010.1_58,dark_negative
RS_GCF_003444775.1,NZ_CP021082.1_249,dark_negative
GB_GCA_019232725.1,JAFANK010000254.1_1,dark_negative
RS_GCF_000224415.1,NZ_AFXQ01000037.1_14,dark_negative
RS_GCF_001421565.1,NZ_LMKQ01000001.1_1677,dark_negative
GB_GCA_003551625.1,PUNC01000010.1_19,dark_negative
RS_GCF_900696045.1,NZ_LR216287.1_2490,dark_negative
GB_GCA_018220935.1,JAAOXU010000002.1_88,dark_negative
GB_GCA_003166335.1,PMWA01000092.1_5,dark_negative
RS_GCF_018614775.1,NZ_JAGGOF010000004.1_28,dark_negative
GB_GCA_012518595.1,JAAYRV010000033.1_9,dark_negative
GB_GCA_016840385.1,JAEOSL010000017.1_2,dark_negative
GB_GCA_016933595.1,JAFGAQ010000236.1_1,dark_negative
GB_GCA_009835325.1,VXWP01000053.1_15,dark_negative
RS_GCF_900098745.1,NZ_FQTT01000009.1_363,dark_negative
GB_GCA_013203085.1,JABMQX010000034.1_2,dark_negative
RS_GCF_004216695.1,NZ_SGXC01000003.1_789,dark_negative
GB_GCA_002727195.1,PBWH01000005.1_201,dark_negative
RS_GCF_002929705.1,NZ_PJIN01000011.1_76,dark_negative
GB_GCA_002070295.1,MWCZ01000477.1_1,dark_negative
GB_GCA_005777235.1,SXND01000015.1_22,dark_negative
GB_GCA_003598055.1,QZKI01000142.1_21,dark_negative
RS_GCF_900217235.1,NZ_LT907975.1_3717,dark_negative
GB_GCA_003695725.1,RFHX01000241.1_3,dark_negative
GB_GCA_003135055.1,PLDF01000497.1_30,dark_negative
GB_GCA_016929465.1,JAFGIT010000096.1_6,dark_negative
GB_GCA_002714785.1,PAYP01000030.1_32,dark_negative
RS_GCF_014656295.1,NZ_BNCD01000007.1_61,dark_negative
RS_GCF_014696925.1,NZ_JACJQY010000022.1_62,dark_negative
GB_GCA_013360195.1,JABWCQ010000004.1_28,dark_negative
GB_GCA_016931385.1,JAFGEV010000247.1_2,dark_negative
GB_GCA_002068205.1,MVZB01000269.1_2,dark_negative
GB_GCA_016932965.1,JAFGBW010000251.1_7,dark_negative
GB_GCA_002697225.1,NZUQ01000073.1_15,dark_negative
GB_GCA_011368175.1,DSWB01000128.1_7,dark_negative
GB_GCA_003554945.1,PWHN01000099.1_49,dark_negative
GB_GCA_003645115.1,QNEG01000013.1_13,dark_negative
GB_GCA_000402295.1,AQRW01000096.1_7,dark_negative
GB_GCA_000494225.1,AWOA01000042.1_13,dark_negative
GB_GCA_016934125.1,JAFGTL010000250.1_2,dark_negative
GB_GCA_003135055.1,PLDF01000222.1_68,dark_negative
GB_GCA_001873285.1,MNYV01000104.1_1,dark_negative
GB_GCA_009777175.1,WRMI01000086.1_13,dark_negative
RS_GCF_006716785.1,NZ_VFPQ01000001.1_2132,dark_negative
GB_GCA_003554945.1,PWHN01000079.1_1,dark_negative
GB_GCA_003697085.1,RFFU01000075.1_5,dark_negative
RS_GCF_003010495.1,NZ_CP027570.1_75,dark_negative
RS_GCF_006716785.1,NZ_VFPQ01000001.1_4281,dark_negative
GB_GCA_003598085.1,QZKU01000072.1_11,dark_negative
GB_GCA_016180645.1,JACPAV010000041.1_11,dark_negative
GB_GCA_003457135.1,DMSQ01000089.1_34,dark_negative
RS_GCF_017377745.1,NZ_JAFVMG010000004.1_152,dark_negative
GB_GCA_002898015.1,BDTM01000016.1_82,dark_negative
GB_GCA_005777235.1,SXND01000022.1_7,dark_negative
GB_GCA_003235575.1,QJVW01000027.1_1,dark_negative
GB_GCA_013359265.1,JABWCD010000025.1_30,dark_negative
GB_GCA_003280295.1,QCFI01000042.1_5,dark_negative
GB_GCA_016193065.1,JACPSX010000054.1_8,dark_negative
GB_GCA_018970025.1,JAGWXF010000024.1_33,dark_negative
GB_GCA_012517325.1,JAAYVF010000007.1_9,dark_negative
GB_GCA_900758955.1,CAAETL010000165.1_1,dark_negative
GB_GCA_015494185.1,WGBT01000216.1_7,dark_negative
RS_GCF_001888165.1,NZ_CP015455.1_169,dark_negative
GB_GCA_017538365.1,JAFYIZ010000025.1_22,dark_negative
RS_GCF_017377745.1,NZ_JAFVMG010000001.1_396,dark_negative
RS_GCF_003258705.1,NZ_CP029480.1_3041,dark_negative
GB_GCA_014649295.1,BMST01000014.1_171,dark_negative
GB_GCA_003598085.1,QZKU01000034.1_10,dark_negative
RS_GCF_003258705.1,NZ_CP029480.1_351,dark_negative
GB_GCA_003554945.1,PWHN01000011.1_2,dark_negative
GB_GCA_001564035.1,LKMX01000044.1_4,dark_negative
GB_GCA_016867715.1,VGIW01000006.1_36,dark_negative
GB_GCA_002747875.1,PDQT01000109.1_11,dark_negative
GB_GCA_007125075.1,SLDX01000037.1_5,dark_negative
RS_GCF_000382385.1,NZ_KB908330.1_51,dark_negative
GB_GCA_018725175.1,QLTX01000122.1_4,dark_negative
RS_GCF_016786325.1,NZ_JADWYU010000159.1_10,dark_negative
RS_GCF_005217565.1,NZ_SJCO01000026.1_11,dark_negative
GB_GCA_902773835.1,CACYFZ010000017.1_23,dark_negative
GB_GCA_003551625.1,PUNC01000034.1_2,dark_negative
GB_GCA_016931385.1,JAFGEV010000406.1_3,dark_negative
GB_GCA_012719415.1,JAAYAK010000279.1_1,dark_negative
GB_GCA_903875225.1,CAIQVJ010000029.1_1,dark_negative
RS_GCF_001005295.1,NZ_LBMK01000002.1_1652,dark_negative
RS_GCF_015234215.1,NZ_JADEKP010000001.1_803,dark_negative
GB_GCA_016235675.1,JACRJN010000003.1_1,dark_negative
GB_GCA_003242505.1,QGUP01000410.1_1,dark_negative
GB_GCA_014360585.1,JACIXG010000028.1_9,dark_negative
RS_GCF_003194625.1,NZ_QHKX01000001.1_1105,dark_negative
GB_GCA_905181635.1,CAJIYM010000001.1_17,dark_negative
GB_GCA_018304445.1,JAGVWD010000022.1_1,dark_negative
GB_GCA_016713535.1,JADJOY010000001.1_88,dark_negative
GB_GCA_016932965.1,JAFGBW010000200.1_1,dark_negative
GB_GCA_903905455.1,CAIVGN010000141.1_6,dark_negative
GB_GCA_013112635.1,JABFGF010000008.1_22,dark_negative
GB_GCA_001778355.1,MFGS01000039.1_47,dark_negative
GB_GCA_001443445.1,LDXN01000001.1_122,dark_negative
GB_GCA_018725175.1,QLTX01000145.1_8,dark_negative
GB_GCA_016176845.1,JACOWJ010000024.1_31,dark_negative
RS_GCF_904395335.1,NZ_CAJFNR010000027.1_12,dark_negative
GB_GCA_003645115.1,QNEG01000030.1_3,dark_negative
GB_GCA_016840385.1,JAEOSL010000088.1_3,dark_negative
GB_GCA_000814665.1,JWIH01000025.1_201,dark_negative
GB_GCA_013360195.1,JABWCQ010000006.1_83,dark_negative
GB_GCA_001567115.1,LMZT01000147.1_4,dark_negative
GB_GCA_016176845.1,JACOWJ010000021.1_11,dark_negative
RS_GCF_002368095.1,NZ_AP018227.1_5379,dark_negative
GB_GCA_903875225.1,CAIQVJ010000085.1_59,dark_negative
RS_GCF_014334015.1,NZ_CP060488.1_976,dark_negative
GB_GCA_013359265.1,JABWCD010000004.1_48,dark_negative
GB_GCA_009787645.1,WQSZ01000136.1_4,dark_negative
GB_GCA_018054125.1,JAGPKD010000137.1_4,dark_negative
GB_GCA_011047215.1,DSNQ01000059.1_8,dark_negative
GB_GCA_002402105.1,NVVD01000009.1_84,dark_negative
GB_GCA_003242505.1,QGUP01000159.1_1,dark_negative
RS_GCF_000158275.2,NZ_CP007062.1_2214,dark_negative
GB_GCA_009777175.1,WRMI01000064.1_24,dark_negative
GB_GCA_015520115.1,WAQS01000135.1_3,dark_negative
RS_GCF_001647085.1,NZ_CP015520.1_35,dark_negative
GB_GCA_002050035.1,MVCR01000049.1_20,dark_negative
GB_GCA_017436225.1,JAFSDM010000004.1_53,dark_negative
GB_GCA_001778355.1,MFGS01000138.1_11,dark_negative
GB_GCA_011362355.1,DSUT01000168.1_4,dark_negative
GB_GCA_015709695.1,CP054183.1_2695,dark_negative
GB_GCA_016744975.1,JADGDI010000139.1_5,dark_negative
GB_GCA_003135055.1,PLDF01000174.1_52,dark_negative
GB_GCA_011388315.1,DRYD01000247.1_7,dark_negative
GB_GCA_900554615.1,USIB01000018.1_18,dark_negative
GB_GCA_018970025.1,JAGWXF010000002.1_35,dark_negative
GB_GCA_003235575.1,QJVW01000096.1_33,dark_negative
RS_GCF_003958645.1,NZ_RXLO01000003.1_206,dark_negative
GB_GCA_014360335.1,JACIXS010000287.1_1,dark_negative
GB_GCA_000224475.1,CP002989.1_674,dark_negative
RS_GCF_002355215.1,NZ_AP014612.1_102,dark_negative
GB_GCA_013203085.1,JABMQX010000511.1_3,dark_negative
RS_GCF_900079095.1,NZ_FKIP01000854.1_4,dark_negative
GB_GCA_016192135.1,JACPUR010000001.1_38,dark_negative
RS_GCF_014656295.1,NZ_BNCD01000025.1_28,dark_negative
GB_GCA_002402105.1,NVVD01000024.1_23,dark_negative
GB_GCA_016212735.1,JACRDZ010000009.1_2,dark_negative
GB_GCA_019239955.1,JAFAZD010000229.1_18,dark_negative
GB_GCA_017453205.1,JAFTKO010000018.1_3,dark_negative
GB_GCA_002697225.1,NZUQ01000156.1_15,dark_negative
GB_GCA_001791795.1,MGFH01000160.1_25,dark_negative
GB_GCA_003135055.1,PLDF01000482.1_10,dark_negative
GB_GCA_005777235.1,SXND01000042.1_21,dark_negative
GB_GCA_013811975.1,JACCUF010000286.1_3,dark_negative
GB_GCA_003135055.1,PLDF01000184.1_99,dark_negative
GB_GCA_018435605.1,JAHDNF010000025.1_47,dark_negative
GB_GCA_014384545.1,JACNFQ010000026.1_1,dark_negative
GB_GCA_002305615.1,DBPU01000088.1_1,dark_negative
GB_GCA_018826445.1,JAHKBB010000071.1_12,dark_negative
RS_GCF_000209815.1,NC_021031.1_1546,dark_negative
GB_GCA_015709695.1,CP054183.1_1582,dark_negative
GB_GCA_016930695.1,JAFGGD010000034.1_68,dark_negative
GB_GCA_003647825.1,QMNP01000107.1_1,dark_negative
GB_GCA_017795025.1,CP051243.1_1646,dark_negative
GB_GCA_016933315.1,JAFGBE010000122.1_1,dark_negative
RS_GCF_016786325.1,NZ_JADWYU010000208.1_9,dark_negative
GB_GCA_000814665.1,JWIH01000008.1_11,dark_negative
GB_GCA_002791805.1,PFND01000016.1_3,dark_negative
RS_GCF_001317345.1,NZ_JXCG01000006.1_123,dark_negative
RS_GCF_900290275.1,NZ_LT985324.1_996,dark_negative
GB_GCA_903875225.1,CAIQVJ010000074.1_10,dark_negative
GB_GCA_904420525.1,CAJFVT010000222.1_1,dark_negative
GB_GCA_002403115.1,DHHE01000166.1_3,dark_negative
RS_GCF_900079095.1,NZ_FKIP01000378.1_1,dark_negative
GB_GCA_016281925.1,JAEEJP010000010.1_36,dark_negative
GB_GCA_012514925.1,JAAYZI010000001.1_1,dark_negative
GB_GCA_005788585.1,SYBY01000461.1_6,dark_negative
GB_GCA_016744975.1,JADGDI010000030.1_15,dark_negative
GB_GCA_018812485.1,JAHJDO010000017.1_34,dark_negative
GB_GCA_016281925.1,JAEEJP010000061.1_27,dark_negative
GB_GCA_017453205.1,JAFTKO010000025.1_68,dark_negative
GB_GCA_012518595.1,JAAYRV010000027.1_4,dark_negative
GB_GCA_011049115.1,DSCM01000028.1_47,dark_negative
GB_GCA_018812345.1,JAHJDR010000204.1_2,dark_negative
GB_GCA_002068205.1,MVZB01000187.1_5,dark_negative
GB_GCA_002697225.1,NZUQ01000040.1_18,dark_negative
GB_GCA_016929035.1,JAFGJP010000088.1_9,dark_negative
GB_GCA_016278715.1,JADQBH010000163.1_2,dark_negative
GB_GCA_016934125.1,JAFGTL010000414.1_2,dark_negative
RS_GCF_014656295.1,NZ_BNCD01000003.1_422,dark_negative
RS_GCF_900217235.1,NZ_LT907975.1_456,dark_negative
GB_GCA_018304505.1,JAGVWA010000009.1_33,dark_negative
GB_GCA_018821925.1,JAHJLF010000090.1_13,dark_negative
GB_GCA_003162055.1,PMNA01000004.1_86,dark_negative
RS_GCF_900582195.1,NZ_UTHA01000087.1_49,dark_negative
RS_GCF_013404085.1,NZ_JABFHO010000001.1_2765,dark_negative
GB_GCA_013203085.1,JABMQX010000002.1_7,dark_negative
GB_GCA_013140955.1,JABFRY010000366.1_3,dark_negative
GB_GCA_016196885.1,JACPWU010000039.1_19,dark_negative
GB_GCA_001798265.1,MGRR01000090.1_6,dark_negative
GB_GCA_011525785.1,WYBT01000019.1_103,dark_negative
GB_GCA_910586425.1,CAJUHL010000111.1_5,dark_negative
GB_GCA_018435605.1,JAHDNF010000002.1_275,dark_negative
GB_GCA_900751785.1,CAADSM010000038.1_1,dark_negative
GB_GCA_003554145.1,PWFS01000178.1_1,dark_negative
GB_GCA_006227105.1,SBFR01000082.1_17,dark_negative
GB_GCA_002898015.1,BDTM01000089.1_13,dark_negative
GB_GCA_013360195.1,JABWCQ010000004.1_65,dark_negative
GB_GCA_004558035.1,SFEJ01000040.1_6,dark_negative
GB_GCA_003135055.1,PLDF01000429.1_35,dark_negative
GB_GCA_011047215.1,DSNQ01000054.1_16,dark_negative
GB_GCA_003220435.1,QHSL01000068.1_88,dark_negative
RS_GCF_003992595.1,NZ_RZNA01000040.1_172,dark_negative
GB_GCA_002422125.1,DITF01000082.1_7,dark_negative
GB_GCA_002305615.1,DBPU01000054.1_9,dark_negative
GB_GCA_910586425.1,CAJUHL010000047.1_6,dark_negative
RS_GCF_001421565.1,NZ_LMKQ01000001.1_700,dark_negative
GB_GCA_016192455.1,JACPUC010000006.1_254,dark_negative
GB_GCA_014360585.1,JACIXG010000032.1_19,dark_negative
GB_GCA_900751785.1,CAADSM010000001.1_37,dark_negative
GB_GCA_003598085.1,QZKU01000091.1_8,dark_negative
GB_GCA_903904735.1,CAIVDM010000016.1_62,dark_negative
GB_GCA_902599555.1,CACKFQ010000015.1_11,dark_negative
GB_GCA_003159495.1,PLPI01000069.1_5,dark_negative
GB_GCA_012517325.1,JAAYVF010000041.1_11,dark_negative
GB_GCA_018435605.1,JAHDNF010000016.1_78,dark_negative
RS_GCF_003992615.1,NZ_RZMY01000016.1_73,dark_negative
GB_GCA_013203085.1,JABMQX010000309.1_5,dark_negative
GB_GCA_001873295.1,MNYW01000122.1_20,dark_negative
GB_GCA_016931355.1,JAFGEX010000228.1_4,dark_negative
GB_GCA_000224475.1,CP002989.1_173,dark_negative
GB_GCA_014728185.1,WJMB01000165.1_1,dark_negative
GB_GCA_016178055.1,JACOUC010000015.1_26,dark_negative
GB_GCA_012515635.1,JAAYXZ010000036.1_6,dark_negative
GB_GCA_910586425.1,CAJUHL010000059.1_3,dark_negative
GB_GCA_016931415.1,JAFGEW010000132.1_13,dark_negative
GB_GCA_014649295.1,BMST01000004.1_318,dark_negative
GB_GCA_001797815.1,MGQK01000080.1_1,dark_negative
GB_GCA_003457135.1,DMSQ01000040.1_19,dark_negative
GB_GCA_002070295.1,MWCZ01000680.1_2,dark_negative
GB_GCA_018221025.1,JAAOXX010000012.1_8,dark_negative
RS_GCF_000523515.1,NZ_AWRU01000031.1_174,dark_negative
GB_GCA_003220435.1,QHSL01000093.1_7,dark_negative
RS_GCF_014645315.1,NZ_BMLQ01000002.1_171,dark_negative
GB_GCA_007118855.1,SKQU01000102.1_3,dark_negative
GB_GCA_018812345.1,JAHJDR010000136.1_2,dark_negative
RS_GCF_002224125.1,NZ_NCSM01000014.1_332,dark_negative
GB_GCA_016235085.1,JACRMA010000044.1_21,dark_negative
GB_GCA_013151555.1,JAADIA010000042.1_8,dark_negative
GB_GCA_900550955.1,URUF01000014.1_18,dark_negative
RS_GCF_001421565.1,NZ_LMKQ01000001.1_510,dark_negative
GB_GCA_013202295.1,JABMRT010000010.1_6,dark_negative
RS_GCF_015234215.1,NZ_JADEKP010000001.1_1484,dark_negative
RS_GCF_000021645.1,NC_011661.1_899,dark_negative
RS_GCF_900079095.1,NZ_FKIP01001186.1_2,dark_negative
GB_GCA_000814665.1,JWIH01000007.1_8,dark_negative
GB_GCA_000496215.1,KI543214.1_151,dark_negative
GB_GCA_012516115.1,JAAYXC010000437.1_7,dark_negative
GB_GCA_017470485.1,JAFUYQ010000018.1_13,dark_negative
GB_GCA_013811975.1,JACCUF010000338.1_1,dark_negative
RS_GCF_900217235.1,NZ_LT907975.1_1570,dark_negative
RS_GCF_000318095.2,NZ_KB290723.1_5,dark_negative
GB_GCA_001873285.1,MNYV01000095.1_5,dark_negative
GB_GCA_002789275.1,PFSX01000028.1_9,dark_negative
GB_GCA_017853815.1,JAFMIT010000127.1_1,dark_negative
RS_GCF_004343725.1,NZ_PTQW01000052.1_2,dark_negative
GB_GCA_013360215.1,JABWCP010000001.1_301,dark_negative
GB_GCA_017450185.1,JAFSWN010000201.1_13,dark_negative
GB_GCA_002402105.1,NVVD01000007.1_1,dark_negative
GB_GCA_903905455.1,CAIVGN010000083.1_1,dark_negative
GB_GCA_014728185.1,WJMB01000032.1_4,dark_negative
GB_GCA_002070295.1,MWCZ01000661.1_1,dark_negative
GB_GCA_003554345.1,PWGE01000404.1_2,dark_negative
GB_GCA_003457135.1,DMSQ01000030.1_170,dark_negative
GB_GCA_007741475.1,CP036261.1_4145,dark_negative
GB_GCA_016202645.1,JACQOF010000030.1_32,dark_negative
RS_GCF_001612615.1,NZ_BDAU01000026.1_13,dark_negative
RS_GCF_000299235.1,NC_018649.1_601,dark_negative
GB_GCA_016927185.1,JAFGND010000102.1_2,dark_negative
GB_GCA_002347965.1,DDYN01000049.1_36,dark_negative
RS_GCF_900098745.1,NZ_FQTT01000009.1_384,dark_negative
GB_GCA_003554345.1,PWGE01000157.1_3,dark_negative
GB_GCA_002727195.1,PBWH01000005.1_169,dark_negative
GB_GCA_001304015.1,LJUY01000019.1_16,dark_negative
GB_GCA_012797915.1,JAAZOE010000216.1_7,dark_negative
GB_GCA_903904735.1,CAIVDM010000220.1_58,dark_negative
RS_GCF_004661485.1,NZ_PQVH01000002.1_12,dark_negative
GB_GCA_900554615.1,USIB01000081.1_4,dark_negative
RS_GCF_900142785.1,NZ_FRCD01000003.1_281,dark_negative
GB_GCA_003557545.1,PWOD01000188.1_11,dark_negative
GB_GCA_003554345.1,PWGE01000445.1_6,dark_negative
GB_GCA_001797815.1,MGQK01000090.1_41,dark_negative
GB_GCA_016931415.1,JAFGEW010000092.1_1,dark_negative
GB_GCA_002422125.1,DITF01000193.1_3,dark_negative
RS_GCF_900079095.1,NZ_FKIP01000103.1_6,dark_negative
GB_GCA_016235085.1,JACRMA010000043.1_85,dark_negative
GB_GCA_003558985.1,PWNJ01000046.1_2,dark_negative
GB_GCA_900321865.1,ONXP01000040.1_18,dark_negative
RS_GCF_000712135.1,NZ_JOOE01000002.1_500,dark_negative
GB_GCA_003166335.1,PMWA01000079.1_1,dark_negative
GB_GCA_018969115.1,JAGWYZ010000095.1_1,dark_negative
RS_GCF_000712135.1,NZ_JOOE01000001.1_1374,dark_negative
GB_GCA_017609755.1,JAFCDI010000004.1_50,dark_negative
GB_GCA_000513055.1,AZYB01000001.1_90,dark_negative
RS_GCF_900079095.1,NZ_FKIP01000402.1_2,dark_negative
GB_GCA_018435605.1,JAHDNF010000011.1_52,dark_negative
GB_GCA_003136635.1,PLFD01000039.1_22,dark_negative
GB_GCA_000224475.1,CP002988.1_599,dark_negative
GB_GCA_014075295.1,CP046180.1_426,dark_negative
GB_GCA_007136595.1,SLGQ01000360.1_1,dark_negative
RS_GCF_001436505.1,NZ_AYYI01000080.1_10,dark_negative
GB_GCA_013139905.1,WSZW01000014.1_4,dark_negative
RS_GCF_004661485.1,NZ_PQVH01000007.1_32,dark_negative
RS_GCF_000712135.1,NZ_JOOE01000003.1_695,dark_negative
GB_GCA_007136595.1,SLGQ01000248.1_10,dark_negative
GB_GCA_013425335.1,JACCLG010000050.1_32,dark_negative
GB_GCA_003133265.1,PKWQ01000306.1_8,dark_negative
GB_GCA_012514925.1,JAAYZI010000319.1_3,dark_negative
GB_GCA_014376325.1,JACMRP010000233.1_3,dark_negative
RS_GCF_900142785.1,NZ_FRCD01000002.1_52,dark_negative
GB_GCA_900317285.1,ONGA01000001.1_92,dark_negative
GB_GCA_012514925.1,JAAYZI010000286.1_10,dark_negative
RS_GCF_900079095.1,NZ_FKIP01000842.1_2,dark_negative
GB_GCA_012735455.1,JAAYHG010000160.1_1,dark_negative
GB_GCA_003551705.1,PUNJ01000190.1_10,dark_negative
GB_GCA_015486015.1,WFSL01000002.1_42,dark_negative
GB_GCA_002403115.1,DHHE01000107.1_11,dark_negative
GB_GCA_016235255.1,JACRLM010000012.1_11,dark_negative
RS_GCF_001542625.1,NZ_CP016279.1_3680,dark_negative
GB_GCA_018304505.1,JAGVWA010000019.1_6,dark_negative
GB_GCA_013112635.1,JABFGF010000003.1_272,dark_negative
GB_GCA_900315575.1,OMZR01000193.1_1,dark_negative
GB_GCA_011331325.1,DSSB01000546.1_1,dark_negative
RS_GCF_900696045.1,NZ_LR216287.1_700,dark_negative
GB_GCA_017470485.1,JAFUYQ010000014.1_99,dark_negative
GB_GCA_003561965.1,PWXJ01000253.1_3,dark_negative
RS_GCF_014645315.1,NZ_BMLQ01000005.1_299,dark_negative
GB_GCA_016929035.1,JAFGJP010000051.1_4,dark_negative
GB_GCA_006226305.1,SBHG01000093.1_7,dark_negative
GB_GCA_002428325.1,DIVR01000044.1_43,dark_negative
GB_GCA_017467335.1,JAFTSJ010000034.1_13,dark_negative
GB_GCA_002714785.1,PAYP01000016.1_1,dark_negative
GB_GCA_001567115.1,LMZT01000048.1_47,dark_negative
GB_GCA_003647755.1,QMNL01000388.1_5,dark_negative
GB_GCA_003697105.1,RFFQ01000132.1_2,dark_negative
GB_GCA_004376575.1,SOJN01000034.1_8,dark_negative
GB_GCA_011371545.1,DTLL01000058.1_3,dark_negative
GB_GCA_902572915.1,CACGHR010000065.1_8,dark_negative
RS_GCF_003194625.1,NZ_QHKX01000002.1_294,dark_negative
GB_GCA_013285685.1,JABDHD010000052.1_12,dark_negative
GB_GCA_013373375.1,JABXHY010000009.1_42,dark_negative
GB_GCA_002050035.1,MVCR01000014.1_25,dark_negative
GB_GCA_012735455.1,JAAYHG010000233.1_6,dark_negative
GB_GCA_016193065.1,JACPSX010000086.1_14,dark_negative
RS_GCF_003992595.1,NZ_RZNA01000024.1_6,dark_negative
GB_GCA_001603805.1,LUZY01000003.1_113,dark_negative
RS_GCF_000284335.1,NC_017096.1_499,dark_negative
GB_GCA_002068205.1,MVZB01000048.1_5,dark_negative
GB_GCA_018969115.1,JAGWYZ010000358.1_2,dark_negative
GB_GCA_014649295.1,BMST01000004.1_443,dark_negative
GB_GCA_011053555.1,DSKM01000004.1_69,dark_negative
RS_GCF_002224125.1,NZ_NCSM01000057.1_256,dark_negative
GB_GCA_012520995.1,JAAYNI010000077.1_15,dark_negative
GB_GCA_903821905.1,CAIJMQ010000002.1_1,dark_negative
GB_GCA_016281925.1,JAEEJP010000010.1_71,dark_negative
GB_GCA_011331325.1,DSSB01000412.1_5,dark_negative
GB_GCA_007118855.1,SKQU01000282.1_1,dark_negative
GB_GCA_000739515.1,DF820456.1_772,dark_negative
GB_GCA_014360465.1,JACIXQ010000085.1_4,dark_negative
GB_GCA_000814665.1,JWIH01000018.1_185,dark_negative
GB_GCA_006227105.1,SBFR01000042.1_3,dark_negative
GB_GCA_902806325.1,CADCWE010000214.1_21,dark_negative
GB_GCA_001873945.1,MNYI01000183.1_1,dark_negative
GB_GCA_016931385.1,JAFGEV010000037.1_6,dark_negative
RS_GCF_001612615.1,NZ_BDAU01000012.1_42,dark_negative
GB_GCA_016931385.1,JAFGEV010000184.1_8,dark_negative
GB_GCA_016926495.1,JAFGOL010000085.1_6,dark_negative
GB_GCA_002070295.1,MWCZ01000434.1_3,dark_negative
GB_GCA_001778355.1,MFGS01000149.1_3,dark_negative
GB_GCA_018812345.1,JAHJDR010000269.1_3,dark_negative
GB_GCA_002709385.1,PAQS01000004.1_18,dark_negative
GB_GCA_012719415.1,JAAYAK010000050.1_16,dark_negative
GB_GCA_016867715.1,VGIW01000038.1_10,dark_negative
GB_GCA_009841265.1,VXMB01000014.1_92,dark_negative
GB_GCA_902780505.1,CACZFN010000013.1_1,dark_negative
GB_GCA_011620345.1,WOZJ01000011.1_3,dark_negative
GB_GCA_007132505.1,SLOM01000063.1_6,dark_negative
RS_GCF_000298075.1,NZ_JH815593.1_544,dark_negative
GB_GCA_902806325.1,CADCWE010000044.1_1,dark_negative
RS_GCF_018614775.1,NZ_JAGGOF010000015.1_2,dark_negative
GB_GCA_011330975.1,DSSU01000267.1_18,dark_negative
GB_GCA_003697085.1,RFFU01000068.1_7,dark_negative
GB_GCA_001462235.1,LIUI01000004.1_5,dark_negative
GB_GCA_009787645.1,WQSZ01000016.1_2,dark_negative
GB_GCA_016928495.1,JAFGKQ010000237.1_19,dark_negative
GB_GCA_013140955.1,JABFRY010000248.1_2,dark_negative
GB_GCA_016929465.1,JAFGIT010000066.1_8,dark_negative
RS_GCF_000314995.1,NZ_BAEO01000027.1_141,dark_negative
RS_GCF_001428865.1,NZ_LMIV01000002.1_511,dark_negative
GB_GCA_019239955.1,JAFAZD010000338.1_1,dark_negative
GB_GCA_017406775.1,JAFQXV010000002.1_20,dark_negative
GB_GCA_905479535.1,CAJQMW010000532.1_3,dark_negative
GB_GCA_018304505.1,JAGVWA010000018.1_45,dark_negative
GB_GCA_005777235.1,SXND01000275.1_21,dark_negative
GB_GCA_014649295.1,BMST01000007.1_324,dark_negative
GB_GCA_000496215.1,KI543197.1_202,dark_negative
GB_GCA_018333635.1,JAGXTL010000026.1_9,dark_negative
GB_GCA_002313925.1,DCAZ01000005.1_4,dark_negative
GB_GCA_001791795.1,MGFH01000213.1_18,dark_negative
GB_GCA_001303705.1,LJUI01000031.1_18,dark_negative
GB_GCA_003447545.1,DLYX01000204.1_4,dark_negative
RS_GCF_002352765.1,NZ_KZ293963.1_523,dark_negative
RS_GCF_016811915.1,NZ_CP069127.1_5493,dark_negative
GB_GCA_013138765.1,WTCB01000030.1_2,dark_negative
GB_GCA_016212735.1,JACRDZ010000094.1_10,dark_negative
GB_GCA_016190245.1,JACPQY010000006.1_20,dark_negative
GB_GCA_016713535.1,JADJOY010000036.1_26,dark_negative
GB_GCA_003695505.1,RFIY01000113.1_3,dark_negative
GB_GCA_009619095.1,WJOT01000072.1_10,dark_negative
GB_GCA_003136635.1,PLFD01000032.1_97,dark_negative
GB_GCA_018664975.1,JABIXH010000278.1_7,dark_negative
GB_GCA_017795025.1,CP051243.1_3001,dark_negative
GB_GCA_003220435.1,QHSL01000016.1_27,dark_negative
GB_GCA_009703925.1,WLFD01000163.1_1,dark_negative
GB_GCA_002714785.1,PAYP01000098.1_10,dark_negative
RS_GCF_900582195.1,NZ_UTHA01000014.1_21,dark_negative
GB_GCA_001798265.1,MGRR01000044.1_7,dark_negative
GB_GCA_016926495.1,JAFGOL010000205.1_4,dark_negative
GB_GCA_012516115.1,JAAYXC010000163.1_1,dark_negative
GB_GCA_903905455.1,CAIVGN010000173.1_43,dark_negative
