genome_accession,protein_id,category,emb_row,role,is_positive,phylum,length_aa,pfam_family,distance,pvalue,novelty,baseline_distance
RS_GCF_002224125.1,NZ_NCSM01000039.1_13,dark_negative,31010,query,False,Actinobacteriota,297,,0.02965672407386033,0.06497508463636957,0.9350249153636304,0.02965672407386033
GB_GCA_001873945.1,MNYI01000007.1_8,dark_negative,8007,query,False,UBA9089,93,,0.029653985881980226,0.0650041965261171,0.9349958034738829,0.029653985881980226
GB_GCA_014649295.1,BMST01000001.1_700,dark_negative,12573,query,False,Actinobacteriota,65,,0.029651168559303543,0.06503416469223167,0.9349658353077683,0.029651168559303543
GB_GCA_016212735.1,JACRDZ010000209.1_7,positive,2401,query,True,JACRDZ01,194,,0.02964848218895848,0.06506275405676142,0.9349372459432386,0.02964848218895848
GB_GCA_016188625.1,JACPHL010000187.1_5,dark_negative,19375,query,False,Methylomirabilota,597,,0.029648231614832897,0.06506542146564624,0.9349345785343538,0.029648231614832897
GB_GCA_016192135.1,JACPUR010000020.1_9,dark_negative,11049,query,False,UBA8248,137,,0.029647964729600674,0.06506826264161386,0.9349317373583861,0.029647964729600674
RS_GCF_003992615.1,NZ_RZMY01000013.1_130,dark_negative,9988,query,False,Bacteroidota,143,,0.02964728128269505,0.06507553902384464,0.9349244609761553,0.02964728128269505
GB_GCA_002345475.1,DDWC01000221.1_4,dark_negative,11262,query,False,Firmicutes_H,90,,0.029645128374175544,0.065098466018652,0.934901533981348,0.029645128374175544
RS_GCF_001547735.1,NZ_AP013035.1_1435,dark_negative,32749,query,False,Thermosulfidibacterota,502,,0.029644513742043622,0.0651050130581088,0.9348949869418912,0.029644513742043622
GB_GCA_011773515.1,WVXK01000062.1_126,positive,1777,query,True,Desulfobacterota_E,88,,0.029643154774304792,0.06511949130462959,0.9348805086953704,0.029643154774304792
GB_GCA_003135055.1,PLDF01000241.1_17,dark_negative,31597,query,False,Acidobacteriota,134,,0.029642452431731116,0.06512697534918492,0.9348730246508151,0.029642452431731116
GB_GCA_001803565.1,MHDQ01000217.1_4,dark_negative,15130,query,False,Nitrospinota_B,157,,0.02964174069347527,0.06513456047761502,0.934865439522385,0.02964174069347527
GB_GCA_900315575.1,OMZR01000038.1_34,positive,342,query,True,Firmicutes_C,163,,0.029640336528077828,0.06514952778171194,0.9348504722182881,0.029640336528077828
GB_GCA_002069765.1,MWBZ01000037.1_14,dark_negative,25818,query,False,Wallbacteria,181,,0.02963867051082645,0.06516729112835269,0.9348327088716473,0.02963867051082645
GB_GCA_016278715.1,JADQBH010000205.1_7,dark_negative,4415,query,False,Bacteroidota,43,,0.029636453249096716,0.06519094019574881,0.9348090598042512,0.029636453249096716
GB_GCA_018304445.1,JAGVWD010000042.1_10,dark_negative,7454,query,False,Iainarchaeota,115,,0.029635304950003993,0.06520319153619329,0.9347968084638067,0.029635304950003993
GB_GCA_014360335.1,JACIXS010000422.1_2,positive,2107,query,True,DUMJ01,135,,0.02963447499755567,0.06521204797469694,0.9347879520253031,0.02963447499755567
GB_GCA_016931355.1,JAFGEX010000031.1_3,dark_negative,17684,query,False,QNDG01,24,,0.029633721739662767,0.06522008714943267,0.9347799128505674,0.029633721739662767
GB_GCA_013373375.1,JABXHY010000026.1_48,dark_negative,16820,query,False,Proteobacteria,117,,0.029633158274241112,0.06522610146911778,0.9347738985308822,0.029633158274241112
GB_GCA_900321865.1,ONXP01000008.1_7,dark_negative,15899,query,False,RUG730,116,,0.029628454143954697,0.06527633624574841,0.9347236637542515,0.029628454143954697
GB_GCA_900751785.1,CAADSM010000070.1_23,dark_negative,4736,query,False,Firmicutes_A,95,,0.02962634410410032,0.0652988829008778,0.9347011170991222,0.02962634410410032
GB_GCA_016190245.1,JACPQY010000050.1_35,dark_negative,10568,query,False,JACPQY01,84,,0.029624165647677315,0.06532216960204316,0.9346778303979568,0.029624165647677315
GB_GCA_017306015.1,JAFKJK010000018.1_57,dark_negative,27931,query,False,Actinobacteriota,185,,0.029623895277026958,0.06532506037749754,0.9346749396225025,0.029623895277026958
GB_GCA_002791805.1,PFND01000079.1_3,dark_negative,7959,query,False,Proteobacteria,37,,0.02961814915379075,0.06538653062444533,0.9346134693755547,0.02961814915379075
RS_GCF_001612615.1,NZ_BDAU01000031.1_34,dark_negative,24612,query,False,Actinobacteriota,131,,0.029617598621682006,0.0653924233851628,0.9346075766148372,0.029617598621682006
RS_GCF_016107545.1,NZ_JABASS010000002.1_169,dark_negative,18073,query,False,Proteobacteria,172,,0.029615894471689996,0.06541066789146185,0.9345893321085381,0.029615894471689996
GB_GCA_015486655.1,WFRF01000219.1_6,dark_negative,25904,query,False,WOR-3,32,,0.029609546152107157,0.06547868182925949,0.9345213181707405,0.029609546152107157
GB_GCA_014360585.1,JACIXG010000008.1_52,dark_negative,28583,query,False,Actinobacteriota,118,,0.029608179911769915,0.06549332947545355,0.9345066705245464,0.029608179911769915
RS_GCF_000224415.1,NZ_AFXQ01000001.1_2,positive,3311,query,True,Actinobacteriota,268,,0.02960468171329207,0.06553085056065641,0.9344691494393436,0.02960468171329207
GB_GCA_013360195.1,JABWCQ010000002.1_378,dark_negative,29319,query,False,AABM5-125-24,85,,0.029603235361792123,0.06554637078976493,0.9344536292102351,0.029603235361792123
GB_GCA_002403115.1,DHHE01000018.1_10,dark_negative,6702,query,False,Edwardsbacteria,294,,0.02959333060972862,0.06565276348816627,0.9343472365118337,0.02959333060972862
RS_GCF_900582195.1,NZ_UTHA01000217.1_49,dark_negative,10456,query,False,Proteobacteria,475,,0.02959251648218315,0.06566151694900355,0.9343384830509964,0.02959251648218315
RS_GCF_000299235.1,NC_018649.1_132,dark_negative,5421,query,False,Nitrospirota_A,161,,0.02958906594114139,0.06569863125468665,0.9343013687453133,0.02958906594114139
RS_GCF_014656295.1,NZ_BNCD01000004.1_208,dark_negative,5609,query,False,Actinobacteriota,581,,0.029586067651289814,0.06573089984413917,0.9342691001558608,0.029586067651289814
GB_GCA_015520115.1,WAQS01000108.1_3,dark_negative,17867,query,False,Halobacteriota,136,,0.029585363389822518,0.06573848186732673,0.9342615181326732,0.029585363389822518
GB_GCA_014649295.1,BMST01000003.1_97,dark_negative,5972,query,False,Actinobacteriota,57,,0.029585007517229235,0.06574231352931163,0.9342576864706884,0.029585007517229235
RS_GCF_014656295.1,NZ_BNCD01000002.1_458,dark_negative,31461,query,False,Actinobacteriota,423,,0.029584487396821357,0.06574791408094842,0.9342520859190516,0.029584487396821357
RS_GCF_014645315.1,NZ_BMLQ01000003.1_151,positive,3874,query,True,Actinobacteriota,207,,0.029583069752634493,0.06576318165198862,0.9342368183480114,0.029583069752634493
GB_GCA_001771315.1,METK01000010.1_47,dark_negative,29912,query,False,Dependentiae,143,,0.029583007112108727,0.06576385636021168,0.9342361436397884,0.029583007112108727
GB_GCA_001771315.1,METK01000018.1_4,dark_negative,5479,query,False,Dependentiae,323,,0.02957992184857301,0.06579709750834241,0.9342029024916576,0.02957992184857301
GB_GCA_016927185.1,JAFGND010000087.1_46,dark_negative,10532,query,False,JAFGND01,85,,0.029577539480900937,0.06582277818217881,0.9341772218178211,0.029577539480900937
GB_GCA_002345475.1,DDWC01000002.1_14,positive,849,query,True,Firmicutes_H,156,,0.029576339777883143,0.06583571452463265,0.9341642854753673,0.029576339777883143
GB_GCA_015231885.1,JADGAT010000020.1_14,dark_negative,19280,query,False,SAR324,66,,0.029573495544761942,0.06586639493373558,0.9341336050662644,0.029573495544761942
GB_GCA_902528135.1,CABZRS010000001.1_33,positive,3061,query,True,Proteobacteria,330,,0.02957341089948391,0.06586730823333985,0.9341326917666601,0.02957341089948391
GB_GCA_002715405.1,PAZD01000013.1_8,dark_negative,15261,query,False,Actinobacteriota,122,,0.029568926889821424,0.0659157093993452,0.9340842906006548,0.029568926889821424
RS_GCF_015234215.1,NZ_JADEKP010000001.1_251,positive,3928,query,True,Firmicutes_A,144,,0.029567783862005557,0.06592805369245253,0.9340719463075475,0.029567783862005557
GB_GCA_013373375.1,JABXHY010000023.1_21,dark_negative,27100,query,False,Proteobacteria,296,,0.029563058399302622,0.06597911399577978,0.9340208860042202,0.029563058399302622
GB_GCA_016931355.1,JAFGEX010000064.1_14,dark_negative,18351,query,False,QNDG01,59,,0.029561261046709576,0.0659985464452166,0.9340014535547834,0.029561261046709576
RS_GCF_000212395.1,NC_015499.1_1726,positive,3304,query,True,Thermodesulfobiota,118,,0.02956035341641463,0.06600836186979801,0.933991638130202,0.02956035341641463
RS_GCF_001561955.1,NZ_CP014223.1_1426,positive,3505,query,True,Firmicutes_A,89,,0.02955885568910941,0.0660245623160661,0.9339754376839339,0.02955885568910941
RS_GCF_002224125.1,NZ_NCSM01000012.1_89,dark_negative,21535,query,False,Actinobacteriota,213,,0.029557597431506787,0.06603817587382549,0.9339618241261745,0.029557597431506787
GB_GCA_003697105.1,RFFQ01000005.1_22,positive,1361,query,True,4572-55,230,,0.029557076110757752,0.06604381714170818,0.9339561828582919,0.029557076110757752
GB_GCA_900539505.1,UQCL01000018.1_13,dark_negative,28030,query,False,Campylobacterota,270,,0.029555776708989435,0.06605788041499872,0.9339421195850013,0.029555776708989435
RS_GCF_900696045.1,NZ_LR216287.1_1115,dark_negative,25690,query,False,Thermoproteota,409,,0.029555114668503357,0.06606504686818786,0.9339349531318122,0.029555114668503357
GB_GCA_016840385.1,JAEOSL010000008.1_27,dark_negative,12351,query,False,Asgardarchaeota,92,,0.029553270096201324,0.06608501849755541,0.9339149815024446,0.029553270096201324
GB_GCA_002347965.1,DDYN01000005.1_125,dark_negative,19862,query,False,UBA2233,89,,0.02954974552711793,0.06612319832575614,0.9338768016742438,0.02954974552711793
GB_GCA_003447545.1,DLYX01000629.1_3,dark_negative,21875,query,False,Desulfobacterota_B,62,,0.02954888239416482,0.06613255189471892,0.9338674481052811,0.02954888239416482
GB_GCA_001790855.1,MGDH01000020.1_5,dark_negative,8202,query,False,Schekmanbacteria,84,,0.029545167184712295,0.0661728293620381,0.933827170637962,0.029545167184712295
GB_GCA_003151665.1,PLYD01000154.1_35,dark_negative,9056,query,False,Dormibacterota,65,,0.029544694707166298,0.06617795353664659,0.9338220464633534,0.029544694707166298
GB_GCA_013140955.1,JABFRY010000203.1_2,dark_negative,6788,query,False,Acidobacteriota,31,,0.029544236351572307,0.06618292497107175,0.9338170750289283,0.029544236351572307
GB_GCA_005882335.1,VBAP01000059.1_1,dark_negative,22538,query,False,CSP1-3,65,,0.029541627502898883,0.0662112289912582,0.9337887710087418,0.029541627502898883
GB_GCA_003599815.1,QZJZ01000084.1_6,dark_negative,16208,query,False,Aureabacteria,239,,0.02953901300590327,0.06623960764816915,0.9337603923518308,0.02953901300590327
GB_GCA_014584345.1,JACTNB010000036.1_132,dark_negative,25283,query,False,Planctomycetota,255,,0.029537072064993654,0.06626068394564565,0.9337393160543543,0.029537072064993654
RS_GCF_900098745.1,NZ_FQTT01000001.1_153,positive,4063,query,True,Actinobacteriota,163,,0.029533798165075776,0.06629625129874195,0.933703748701258,0.029533798165075776
RS_GCF_016811915.1,NZ_CP069127.1_2766,dark_negative,19990,query,False,Firmicutes,117,,0.029532764006654923,0.06630749066596506,0.9336925093340349,0.029532764006654923
GB_GCA_016278715.1,JADQBH010000019.1_3,positive,2446,query,True,Bacteroidota,200,,0.029532652278810877,0.06630870506402638,0.9336912949359736,0.029532652278810877
GB_GCA_014728245.1,WJLY01000162.1_3,dark_negative,13592,query,False,VGIX01,50,,0.029531439846100137,0.06632188487346602,0.933678115126534,0.029531439846100137
GB_GCA_009787645.1,WQSZ01000072.1_4,dark_negative,4299,query,False,Fibrobacterota,39,,0.029529635804021903,0.06634150113494926,0.9336584988650507,0.029529635804021903
GB_GCA_016719645.1,JADJYS010000036.1_7,dark_negative,15850,query,False,Krumholzibacteriota,118,,0.02952630429712908,0.06637774306835156,0.9336222569316485,0.02952630429712908
GB_GCA_005777235.1,SXND01000092.1_34,dark_negative,11149,query,False,Tectomicrobia,164,,0.02952594288275412,0.06638167603841685,0.9336183239615832,0.02952594288275412
GB_GCA_015486015.1,WFSL01000010.1_85,positive,2248,query,True,Thermosulfidibacterota,64,,0.0295221586491214,0.0664228720795402,0.9335771279204598,0.0295221586491214
GB_GCA_903837445.1,CAILUR010000109.1_6,dark_negative,18434,query,False,Goldbacteria,98,,0.029518124215061215,0.06646682283080098,0.933533177169199,0.029518124215061215
RS_GCF_016811915.1,NZ_CP069127.1_3015,dark_negative,30015,query,False,Firmicutes,48,,0.029515750863396417,0.06649269284564922,0.9335073071543508,0.029515750863396417
GB_GCA_009841265.1,VXMB01000014.1_368,dark_negative,19777,query,False,JAAXHH01,101,,0.02951404696785187,0.0665112724820231,0.9334887275179768,0.02951404696785187
GB_GCA_003135055.1,PLDF01000478.1_62,dark_negative,25973,query,False,Acidobacteriota,67,,0.02951328398340769,0.06651959407610171,0.9334804059238982,0.02951328398340769
GB_GCA_013140955.1,JABFRY010000056.1_4,dark_negative,33085,query,False,Acidobacteriota,145,,0.029513193239013115,0.06652058386842971,0.9334794161315703,0.029513193239013115
RS_GCF_004343725.1,NZ_PTQW01000014.1_75,positive,3776,query,True,Spirochaetota,129,,0.0295111315652532,0.06654307589108878,0.9334569241089112,0.0295111315652532
GB_GCA_011053555.1,DSKM01000009.1_173,dark_negative,33505,query,False,CSP1-3,60,,0.02950754004592069,0.06658227788651545,0.9334177221134845,0.02950754004592069
GB_GCA_003697085.1,RFFU01000027.1_39,dark_negative,18540,query,False,UBA8481,71,,0.02950123047850326,0.06665120932462769,0.9333487906753724,0.02950123047850326
RS_GCF_002224125.1,NZ_NCSM01000005.1_75,dark_negative,11093,query,False,Actinobacteriota,171,,0.029500932684274207,0.06665446463796688,0.9333455353620331,0.029500932684274207
GB_GCA_016192135.1,JACPUR010000041.1_244,dark_negative,9854,query,False,UBA8248,153,,0.029500227503409547,0.06666217396243876,0.9333378260375612,0.029500227503409547
GB_GCA_016190025.1,JACPRG010000039.1_1,dark_negative,28502,query,False,UBA8248,71,,0.029495160355658957,0.06671759893528381,0.9332824010647162,0.029495160355658957
GB_GCA_016934335.1,JAFGTC010000244.1_14,dark_negative,28781,query,False,OLB16,134,,0.02949355970914689,0.06673511750018464,0.9332648824998153,0.02949355970914689
RS_GCF_900198405.1,NZ_FZMR01000026.1_21,dark_negative,18549,query,False,Campylobacterota,37,,0.029492480757059725,0.0667469291406858,0.9332530708593142,0.029492480757059725
GB_GCA_015520145.1,WAQR01000166.1_17,dark_negative,31807,query,False,Hydrothermarchaeota,193,,0.02948910358775083,0.06678391497893311,0.9332160850210669,0.02948910358775083
GB_GCA_003551705.1,PUNJ01000055.1_24,dark_negative,28705,query,False,Chloroflexota,56,,0.029488871174397913,0.06678646113551419,0.9332135388644858,0.029488871174397913
GB_GCA_003646025.1,QNDR01000064.1_7,dark_negative,19242,query,False,Fermentibacterota,275,,0.029487500486723727,0.06680147959350186,0.9331985204064981,0.029487500486723727
RS_GCF_013302405.1,NZ_JAAIPW010000007.1_113,dark_negative,16152,query,False,Firmicutes_A,255,,0.029485349626948532,0.06682505379003988,0.9331749462099601,0.029485349626948532
RS_GCF_002352765.1,NZ_KZ293963.1_2288,dark_negative,18328,query,False,Firmicutes,139,,0.02948147705372688,0.0668675216558972,0.9331324783441028,0.02948147705372688
RS_GCF_000013405.1,NC_007759.1_513,positive,3263,query,True,Desulfobacterota,347,,0.029481152520302856,0.0668710819400804,0.9331289180599196,0.029481152520302856
GB_GCA_003151665.1,PLYD01000080.1_35,dark_negative,20951,query,False,Dormibacterota,281,,0.02947881383171347,0.0668967446185033,0.9331032553814967,0.02947881383171347
GB_GCA_013002995.1,JABDLO010000504.1_2,dark_negative,12151,query,False,Bacteroidota,138,,0.029477205551429055,0.06691439873439384,0.9330856012656061,0.029477205551429055
RS_GCF_015476335.1,NZ_JADAQY010000003.1_67,dark_negative,26160,query,False,Proteobacteria,1057,,0.029474506391257548,0.06694403897172448,0.9330559610282755,0.029474506391257548
GB_GCA_001784175.1,MFPR01000020.1_170,positive,696,query,True,Lindowbacteria,140,,0.029473155784885317,0.0669588757805654,0.9330411242194346,0.029473155784885317
GB_GCA_003159495.1,PLPI01000107.1_7,dark_negative,24168,query,False,Goldbacteria,182,,0.02947315216785449,0.0669589155195698,0.9330410844804302,0.02947315216785449
GB_GCA_011525785.1,WYBT01000015.1_51,dark_negative,9676,query,False,Planctomycetota,253,,0.02946963446422941,0.06699757553433351,0.9330024244656665,0.02946963446422941
GB_GCA_003135055.1,PLDF01000139.1_57,dark_negative,19676,query,False,Acidobacteriota,63,,0.029469303457262154,0.06700121460693026,0.9329987853930697,0.029469303457262154
GB_GCA_000494225.1,AWOA01000084.1_5,dark_negative,10149,query,False,Calescibacterota,131,,0.029464951253540518,0.067049082723961,0.932950917276039,0.029464951253540518
GB_GCA_012719415.1,JAAYAK010000320.1_42,dark_negative,9637,query,False,Desulfobacterota_G,104,,0.02946410205375225,0.06705842711149224,0.9329415728885078,0.02946410205375225
GB_GCA_016192455.1,JACPUC010000030.1_84,dark_negative,25911,query,False,JACPUC01,453,,0.029462872715203203,0.06707195699093824,0.9329280430090617,0.029462872715203203
RS_GCF_001428865.1,NZ_LMIV01000001.1_600,dark_negative,19594,query,False,Proteobacteria,104,,0.0294628360079064,0.06707236103101852,0.9329276389689815,0.0294628360079064
RS_GCF_000235465.1,NZ_JH378971.1_45,positive,3317,query,True,Fusobacteriota,79,,0.029462623688068644,0.06707469810456226,0.9329253018954378,0.029462623688068644
GB_GCA_017436225.1,JAFSDM010000001.1_26,dark_negative,26465,query,False,Firmicutes_A,110,,0.029462539068414607,0.06707562956559002,0.93292437043441,0.029462539068414607
GB_GCA_017406775.1,JAFQXV010000014.1_1,dark_negative,9199,query,False,Patescibacteria,59,,0.02946095921150438,0.06709302264321762,0.9329069773567824,0.02946095921150438
GB_GCA_017609755.1,JAFCDI010000002.1_44,dark_negative,28262,query,False,Nanoarchaeota,57,,0.02946010000991801,0.06710248391126025,0.9328975160887397,0.02946010000991801
GB_GCA_902781895.1,CACZLA010000004.1_35,dark_negative,30655,query,False,Firmicutes_A,386,,0.02945959083857863,0.0671080914445229,0.9328919085554771,0.02945959083857863
GB_GCA_000224475.1,CP002988.1_2035,dark_negative,12229,query,False,Halobacteriota,154,,0.029455657544623114,0.06715142640925727,0.9328485735907427,0.029455657544623114
GB_GCA_002440765.1,DJVC01000051.1_13,dark_negative,23094,query,False,UBA6266,405,,0.02945518037680366,0.06715668568638862,0.9328433143136113,0.02945518037680366
GB_GCA_002478245.1,DLMW01000004.1_1,dark_negative,25028,query,False,UBP18,120,,0.029453376866460566,0.0671765678180924,0.9328234321819076,0.029453376866460566
GB_GCA_902806325.1,CADCWE010000218.1_17,dark_negative,5705,query,False,Chloroflexota,91,,0.029453154567869698,0.06717901891468155,0.9328209810853184,0.029453154567869698
GB_GCA_015486655.1,WFRF01000200.1_1,dark_negative,4779,query,False,WOR-3,100,,0.029450182692611414,0.0672117966925517,0.9327882033074483,0.029450182692611414
GB_GCA_003230635.1,QIFF01000226.1_3,dark_negative,8638,query,False,SZUA-182,79,,0.029450157771383358,0.06721207163123026,0.9327879283687698,0.029450157771383358
GB_GCA_002402105.1,NVVD01000013.1_44,dark_negative,7838,query,False,UBP17,184,,0.029449143261979338,0.06722326506222018,0.9327767349377798,0.029449143261979338
GB_GCA_001873285.1,MNYV01000060.1_13,positive,78,query,True,CG2-30-53-67,142,,0.029447645953383915,0.0672397891287519,0.932760210871248,0.029447645953383915
GB_GCA_014523495.1,JAATVM010000153.1_4,positive,204,query,True,Thermoproteota,58,,0.029447262591158485,0.06724402057336028,0.9327559794266397,0.029447262591158485
RS_GCF_014656295.1,NZ_BNCD01000017.1_122,dark_negative,7149,query,False,Actinobacteriota,180,,0.029444951897429815,0.06726953156538718,0.9327304684346128,0.029444951897429815
GB_GCA_014360335.1,JACIXS010000178.1_2,dark_negative,16471,query,False,DUMJ01,65,,0.029442230209708688,0.0672995937507239,0.9327004062492761,0.029442230209708688
RS_GCF_016786325.1,NZ_JADWYU010000353.1_1,dark_negative,33721,query,False,Actinobacteriota,196,,0.02944140509943196,0.06730871035913334,0.9326912896408667,0.02944140509943196
RS_GCF_001612615.1,NZ_BDAU01000046.1_49,dark_negative,5110,query,False,Actinobacteriota,64,,0.02943982190059864,0.06732620685943533,0.9326737931405646,0.02943982190059864
GB_GCA_900751785.1,CAADSM010000141.1_15,dark_negative,18529,query,False,Firmicutes_A,188,,0.029436539553018014,0.0673624972020774,0.9326375027979226,0.029436539553018014
GB_GCA_002068205.1,MVZB01000225.1_4,dark_negative,24515,query,False,Sumerlaeota,340,,0.029435704214937197,0.06737173631394623,0.9326282636860538,0.029435704214937197
GB_GCA_003485015.1,DNCN01000200.1_1,positive,1186,query,True,UBA9089,207,,0.029434960040481184,0.06737996830021015,0.9326200316997899,0.029434960040481184
GB_GCA_016278715.1,JADQBH010000049.1_19,dark_negative,8271,query,False,Bacteroidota,175,,0.029431883100090084,0.06741401686395851,0.9325859831360415,0.029431883100090084
GB_GCA_015064505.1,SVSB01000016.1_38,positive,2231,query,True,Firmicutes_A,353,,0.02943187629578259,0.0674140921794926,0.9325859078205074,0.02943187629578259
RS_GCF_904395335.1,NZ_CAJFNR010000052.1_12,dark_negative,15601,query,False,Firmicutes_A,162,,0.029430894567843757,0.06742495970186582,0.9325750402981342,0.029430894567843757
RS_GCF_001005295.1,NZ_LBMK01000002.1_268,dark_negative,6286,query,False,Actinobacteriota,92,,0.029430475177928073,0.06742960284762799,0.932570397152372,0.029430475177928073
GB_GCA_018725485.1,QLUP01000095.1_3,dark_negative,32013,query,False,HKB111,174,,0.029430459835600886,0.06742977271212659,0.9325702272878734,0.029430459835600886
RS_GCF_000523515.1,NZ_AWRU01000001.1_104,dark_negative,22537,query,False,Bacteroidota,232,,0.0294296529347839,0.06743870707896309,0.932561292921037,0.0294296529347839
GB_GCA_003558985.1,PWNJ01000138.1_3,positive,1235,query,True,CSSED10-310,221,,0.02942906646919532,0.06744520150535686,0.9325547984946432,0.02942906646919532
GB_GCA_016209155.1,JACQWU010000096.1_5,dark_negative,7008,query,False,JACRDZ01,105,,0.029428619136935154,0.0674501556538912,0.9325498443461088,0.029428619136935154
GB_GCA_003280295.1,QCFI01000006.1_53,dark_negative,15779,query,False,Cyanobacteria,141,,0.029427199327472,0.06746588251645881,0.9325341174835412,0.029427199327472
GB_GCA_011047215.1,DSNQ01000060.1_31,dark_negative,26720,query,False,DRYD01,430,,0.029425995673779105,0.0674792182361488,0.9325207817638512,0.029425995673779105
GB_GCA_017561715.1,JAFZBN010000012.1_31,dark_negative,6379,query,False,Firmicutes_A,163,,0.029425299742959286,0.06748693003103334,0.9325130699689667,0.029425299742959286
RS_GCF_018131225.1,NZ_JAFCMM010000005.1_658,dark_negative,18175,query,False,Proteobacteria,73,,0.029424276863112376,0.06749826659463419,0.9325017334053658,0.029424276863112376
GB_GCA_011388515.1,DRUE01000125.1_2,dark_negative,9703,query,False,RBG-13-61-14,77,,0.02942055709825635,0.06753951035919355,0.9324604896408064,0.02942055709825635
GB_GCA_003551625.1,PUNC01000068.1_1,dark_negative,29320,query,False,PUNC01,20,,0.029420427322618424,0.06754094977726952,0.9324590502227305,0.029420427322618424
GB_GCA_018664975.1,JABIXH010000207.1_12,positive,2916,query,True,Nitrospinota,89,,0.02941857971078714,0.06756144638881466,0.9324385536111853,0.02941857971078714
GB_GCA_005893275.1,VBOW01000005.1_14,positive,1453,query,True,Eisenbacteria,67,,0.02941605561116658,0.06758945872266478,0.9324105412773352,0.02941605561116658
GB_GCA_014728185.1,WJMB01000183.1_9,dark_negative,20293,query,False,RBG-13-66-14,117,,0.029413634256750632,0.06761634280016539,0.9323836571998346,0.029413634256750632
GB_GCA_903875225.1,CAIQVJ010000041.1_51,dark_negative,31523,query,False,Myxococcota_A,72,,0.029407713350668496,0.06768213163466934,0.9323178683653307,0.029407713350668496
GB_GCA_015064505.1,SVSB01000002.1_32,dark_negative,15420,query,False,Firmicutes_A,189,,0.029402159710731967,0.0677439036630564,0.9322560963369436,0.029402159710731967
GB_GCA_002501535.1,DLTY01000024.1_1,dark_negative,15791,query,False,UBP7,24,,0.029399493534409515,0.0677735810370217,0.9322264189629783,0.029399493534409515
GB_GCA_007132905.1,SLNR01000053.1_1,dark_negative,15505,query,False,SLNR01,82,,0.029398456696813225,0.06778512600189775,0.9322148739981022,0.029398456696813225
GB_GCA_016192135.1,JACPUR010000035.1_99,dark_negative,30723,query,False,UBA8248,47,,0.02939825465932926,0.06778737589785996,0.93221262410214,0.02939825465932926
GB_GCA_007741475.1,CP036261.1_965,dark_negative,14042,query,False,Planctomycetota,73,,0.029397785447030554,0.06779260137807874,0.9322073986219213,0.029397785447030554
GB_GCA_009692585.1,SHYX01000027.1_54,dark_negative,29784,query,False,Myxococcota_A,118,,0.02939759592102913,0.06779471219937053,0.9322052878006295,0.02939759592102913
RS_GCF_000013405.1,NC_007759.1_2012,dark_negative,17150,query,False,Desulfobacterota,108,,0.02939640433881525,0.06780798494791987,0.9321920150520802,0.02939640433881525
RS_GCF_002368095.1,NZ_AP018227.1_2803,dark_negative,15725,query,False,Cyanobacteria,52,,0.02939252908242864,0.06785117026436403,0.932148829735636,0.02939252908242864
RS_GCF_000158275.2,NZ_CP007062.1_837,dark_negative,31894,query,False,Fusobacteriota,46,,0.029391300710238988,0.0678648653857615,0.9321351346142385,0.029391300710238988
GB_GCA_011049115.1,DSCM01000020.1_22,dark_negative,8826,query,False,Desulfobacterota_C,63,,0.029390594321352537,0.06787274229217566,0.9321272577078243,0.029390594321352537
RS_GCF_002368095.1,NZ_AP018227.1_6440,positive,3655,query,True,Cyanobacteria,543,,0.029389016995586402,0.06789033460091973,0.9321096653990802,0.029389016995586402
GB_GCA_011620345.1,WOZJ01000048.1_30,dark_negative,28146,query,False,UBA2233,31,,0.02938879303206774,0.0678928329286223,0.9321071670713776,0.02938879303206774
RS_GCF_900696045.1,NZ_LR216287.1_591,dark_negative,27267,query,False,Thermoproteota,63,,0.02938397555247905,0.06794659671561265,0.9320534032843873,0.02938397555247905
RS_GCF_014334015.1,NZ_CP060488.1_2221,dark_negative,8530,query,False,Bacteroidota,554,,0.02938381645060162,0.06794837311474644,0.9320516268852536,0.02938381645060162
GB_GCA_902806325.1,CADCWE010000115.1_2,dark_negative,14695,query,False,Chloroflexota,82,,0.029381831196158913,0.06797054310898748,0.9320294568910126,0.029381831196158913
RS_GCF_001612615.1,NZ_BDAU01000006.1_126,dark_negative,23285,query,False,Actinobacteriota,111,,0.029380629577912477,0.06798396584301085,0.9320160341569892,0.029380629577912477
GB_GCA_009827225.1,WUAI01000029.1_30,dark_negative,17271,query,False,Bacteroidota,191,,0.0293793281886366,0.06799850636260925,0.9320014936373907,0.0293793281886366
GB_GCA_005880055.1,VBJS01000158.1_6,dark_negative,8848,query,False,Chloroflexota,105,,0.02937858921266192,0.06800676451889695,0.931993235481103,0.02937858921266192
GB_GCA_016931415.1,JAFGEW010000049.1_19,dark_negative,12171,query,False,JABMQX01,81,,0.029378538476296213,0.06800733154509807,0.9319926684549019,0.029378538476296213
GB_GCA_016933595.1,JAFGAQ010000138.1_7,dark_negative,21376,query,False,Verrucomicrobiota,1029,,0.029376589431547372,0.06802911787476178,0.9319708821252383,0.029376589431547372
GB_GCA_013359335.1,JABWBZ010000338.1_4,dark_negative,22224,query,False,CLD3,87,,0.02937654881235947,0.06802957199576092,0.9319704280042391,0.02937654881235947
GB_GCA_910586315.1,CAJUIP010000002.1_124,dark_negative,17951,query,False,Firmicutes_A,177,,0.029376321672733675,0.06803211146971827,0.9319678885302818,0.029376321672733675
