protein_id,novelty,pvalue,distance,is_positive,phylum,length_aa
MOCK_006850,0.3573402241892734,0.6426597758107266,0.1339805901141825,0,Pseudomonadota,685
MOCK_004379,0.35730118474105105,0.642698815258949,0.0754229884716423,0,Pseudomonadota,190
MOCK_023281,0.3572921537797491,0.6427078462202509,0.5949682345510506,0,Pseudomonadota,99
MOCK_003936,0.3572748689581752,0.6427251310418248,0.0,1,Bacillota,167
MOCK_007587,0.3572416456577027,0.6427583543422972,0.0,0,Pseudomonadota,266
MOCK_008498,0.35721187192177106,0.6427881280782289,0.4361621125321956,1,Bacillota,199
MOCK_019518,0.35719900526253484,0.6428009947374651,0.302069594897066,0,Thermoproteota,417
MOCK_021868,0.35718804079289646,0.6428119592071035,0.6302856407993045,0,Pseudomonadota,483
MOCK_024829,0.3571487353155884,0.6428512646844116,0.45259718295172335,0,Actinomycetota,615
MOCK_021883,0.3571253319013097,0.6428746680986903,0.7966760373735722,0,Pseudomonadota,209
MOCK_020271,0.357122167577274,0.642877832422726,0.4558996839945374,0,Bacillota,615
MOCK_002459,0.35711829657316935,0.6428817034268306,0.5517692675125653,0,Thermoproteota,323
MOCK_022897,0.3571100132052946,0.6428899867947053,0.0,0,Bacteroidota,251
MOCK_020388,0.35707874526284217,0.6429212547371579,0.0,0,Bacteroidota,859
MOCK_015152,0.35706512598314255,0.6429348740168574,0.25300085646683584,0,Actinomycetota,87
MOCK_004495,0.35706370329225845,0.6429362967077416,0.20772319987907722,0,Patescibacteria,886
MOCK_013438,0.3570462065513502,0.6429537934486498,0.6442061610474086,0,Bacteroidota,160
MOCK_012489,0.3570242388876289,0.6429757611123711,0.4969278690603194,0,Bacillota,650
MOCK_006026,0.3569857439731689,0.643014256026831,0.0,0,Bacillota,137
MOCK_007654,0.35698419501621004,0.64301580498379,0.2678143444107596,0,Bacillota,513
MOCK_010825,0.35697498617043816,0.6430250138295619,0.4440307632706492,0,Bacteroidota,179
MOCK_018515,0.3569674278020503,0.6430325721979497,0.6309596120354044,0,Bacteroidota,735
MOCK_018077,0.3569615756335931,0.6430384243664069,0.4940151813436595,0,Pseudomonadota,562
MOCK_004263,0.3569471170318281,0.6430528829681719,0.0,0,Actinomycetota,799
MOCK_005553,0.35694642435563223,0.6430535756443678,0.770773468496633,0,Thermoproteota,302
MOCK_015151,0.356941318131976,0.643058681868024,0.7085498570017439,0,Pseudomonadota,909
MOCK_011274,0.3568870125818139,0.6431129874181861,0.5950546667284109,0,Thermoproteota,966
MOCK_017455,0.3568683818230678,0.6431316181769322,0.30040152608463777,0,Thermoproteota,125
MOCK_006072,0.3568522484141781,0.6431477515858219,1.1584051158390265,0,Pseudomonadota,305
MOCK_019657,0.3568363583457672,0.6431636416542328,0.0,0,Pseudomonadota,677
MOCK_018700,0.3568297734436219,0.6431702265563781,0.30875124688566086,0,Patescibacteria,868
MOCK_000427,0.35681119576654324,0.6431888042334568,0.5484706222022421,0,Bacteroidota,606
MOCK_024105,0.3567986134058016,0.6432013865941983,0.4863127707129674,0,Pseudomonadota,468
MOCK_010523,0.3567940736496859,0.643205926350314,0.4510798888042085,0,Bacteroidota,229
MOCK_008535,0.35677108773818084,0.6432289122618191,0.27780181028089684,0,Bacteroidota,720
MOCK_014591,0.3567303893407079,0.6432696106592921,0.18741584653071391,0,Pseudomonadota,503
MOCK_023070,0.3567126383561795,0.6432873616438205,0.709801168823118,0,Patescibacteria,487
MOCK_024960,0.3567113298680639,0.643288670131936,0.4872474507554338,0,Thermoproteota,363
MOCK_008104,0.356704202912037,0.6432957970879629,0.0,0,Actinomycetota,288
MOCK_024093,0.35666006195196626,0.6433399380480338,0.043929471045829616,0,Thermoproteota,280
MOCK_017355,0.35663580361143515,0.6433641963885648,0.8137779046422366,0,Pseudomonadota,504
MOCK_000860,0.3566326875273135,0.6433673124726865,0.2532544217799938,0,Bacteroidota,718
MOCK_001200,0.3566066964766697,0.6433933035233304,0.3713885392410711,0,Bacillota,585
MOCK_011727,0.3565767658255681,0.6434232341744319,0.21718608194946812,0,Pseudomonadota,980
MOCK_009001,0.35657615284078104,0.643423847159219,0.19117197888488263,0,Thermoproteota,509
MOCK_017453,0.3565647177941206,0.6434352822058794,0.0,0,Patescibacteria,336
MOCK_003614,0.3565515619945069,0.6434484380054931,0.028577347106650497,1,Actinomycetota,1016
MOCK_022607,0.3565409142131277,0.6434590857868723,0.23923496668461214,0,Bacillota,995
MOCK_000929,0.35653459472755394,0.643465405272446,0.3360362057653143,0,Patescibacteria,869
MOCK_021298,0.35649513146445266,0.6435048685355473,0.0,0,Bacteroidota,182
MOCK_018266,0.35631757422234445,0.6436824257776556,0.6345193605419752,0,Bacillota,434
MOCK_020702,0.3563161101674673,0.6436838898325328,0.6896440667541719,0,Bacteroidota,680
MOCK_023942,0.35631307607316187,0.6436869239268381,0.0,0,Thermoproteota,466
MOCK_010940,0.35630830883431674,0.6436916911656833,0.33230644641651713,1,Thermoproteota,576
MOCK_013031,0.3563061916729532,0.6436938083270468,0.15532305807726027,0,Bacteroidota,749
MOCK_022815,0.35626990834086075,0.6437300916591393,0.12182241855592979,0,Actinomycetota,782
MOCK_006178,0.35622255633892913,0.6437774436610708,0.36326231372215084,0,Bacteroidota,920
MOCK_006669,0.3562075723078248,0.6437924276921752,0.7059987732681748,0,Thermoproteota,488
MOCK_020930,0.35617824453453095,0.643821755465469,0.21347347681063175,0,Bacteroidota,135
MOCK_014413,0.3561554675916942,0.6438445324083057,0.3889862636344111,0,Bacteroidota,155
MOCK_008077,0.35615393897176745,0.6438460610282326,0.0,0,Actinomycetota,834
MOCK_013181,0.35613486160552593,0.643865138394474,0.6637762794838218,1,Patescibacteria,752
MOCK_012633,0.35612951294387263,0.6438704870561274,0.0,1,Bacillota,751
MOCK_011011,0.3561148511376702,0.6438851488623298,0.28547168308498794,0,Patescibacteria,267
MOCK_015880,0.3561051526275809,0.6438948473724191,0.15029717842310933,1,Actinomycetota,526
MOCK_010390,0.3561020781106931,0.6438979218893068,0.19393590937188462,0,Bacteroidota,706
MOCK_002216,0.35606501132274987,0.6439349886772501,0.7667930976434165,0,Patescibacteria,1017
MOCK_009215,0.35605711479379204,0.6439428852062079,0.36858090071253224,0,Pseudomonadota,585
MOCK_018310,0.3560294421991387,0.6439705578008613,0.23586332225031725,0,Bacteroidota,270
MOCK_003492,0.35601978664139655,0.6439802133586034,0.0,0,Thermoproteota,1021
MOCK_002731,0.35601522108064376,0.6439847789193562,0.22344458525597016,0,Actinomycetota,471
MOCK_003252,0.3560107261448742,0.6439892738551258,0.0,0,Actinomycetota,569
MOCK_000967,0.3560075907075363,0.6439924092924637,0.13278037854134725,0,Bacillota,524
MOCK_022660,0.35592171033470354,0.6440782896652965,0.7139390221333165,0,Bacteroidota,660
MOCK_023178,0.35586739137890416,0.6441326086210959,0.0,0,Bacillota,866
MOCK_012156,0.3558552267509304,0.6441447732490696,0.26860725857287443,0,Bacteroidota,436
MOCK_002962,0.3558231444095208,0.6441768555904792,0.5495656090926191,0,Bacteroidota,90
MOCK_008126,0.3557869908162373,0.6442130091837627,0.7070669341648179,0,Patescibacteria,406
MOCK_007708,0.3557693650347192,0.6442306349652809,0.01550445556292146,0,Thermoproteota,229
MOCK_013896,0.35576073048902457,0.6442392695109754,0.17400875064622723,0,Thermoproteota,241
MOCK_006841,0.35575445468316486,0.6442455453168352,0.0,1,Thermoproteota,426
MOCK_003018,0.3557453246733754,0.6442546753266246,0.12347176148841116,0,Bacillota,954
MOCK_011358,0.3557382297046809,0.6442617702953191,0.2906057427021016,1,Bacteroidota,916
MOCK_003698,0.3557193979623329,0.6442806020376671,0.0,0,Patescibacteria,595
MOCK_016265,0.35569274734744566,0.6443072526525544,0.23518803337666197,0,Pseudomonadota,812
MOCK_006633,0.35566878890421744,0.6443312110957826,0.0,0,Bacillota,493
MOCK_000920,0.35560318735596225,0.6443968126440378,0.6052035157599427,0,Pseudomonadota,94
MOCK_008454,0.35559941239884724,0.6444005876011527,0.0,1,Bacteroidota,932
MOCK_013998,0.3555691386938308,0.6444308613061692,0.27484577957428424,1,Patescibacteria,862
MOCK_024610,0.3555594233170877,0.6444405766829123,0.4034558608775007,0,Bacteroidota,752
MOCK_002811,0.3555547181266583,0.6444452818733417,0.07482696745411754,0,Bacillota,383
MOCK_005290,0.35555372292293436,0.6444462770770656,0.46046338612200777,0,Patescibacteria,455
MOCK_014647,0.35554539069192537,0.6444546093080746,0.5072096010516371,0,Bacteroidota,660
MOCK_000068,0.35554291726516374,0.6444570827348363,0.8113517248340774,0,Pseudomonadota,499
MOCK_005749,0.3555194415687084,0.6444805584312916,0.020228347825066717,0,Bacteroidota,113
MOCK_008125,0.35551030846124065,0.6444896915387593,0.33830026834572274,0,Bacillota,605
MOCK_020790,0.3554422928653219,0.6445577071346781,0.10974430367004104,0,Bacillota,768
MOCK_014603,0.35540314969137543,0.6445968503086246,0.07244426093471146,0,Bacteroidota,928
MOCK_000499,0.35537440096997597,0.644625599030024,0.0,0,Actinomycetota,655
MOCK_011968,0.3553741684228147,0.6446258315771853,0.829940597451525,0,Bacillota,387
MOCK_014771,0.35535454730247346,0.6446454526975265,0.6676282810178893,0,Thermoproteota,287
MOCK_015053,0.355340957442101,0.6446590425578991,0.7295759872726708,0,Patescibacteria,319
MOCK_000047,0.355321963655051,0.644678036344949,0.0,0,Bacillota,978
MOCK_023507,0.35531681785150143,0.6446831821484986,0.3021541835007756,0,Pseudomonadota,418
MOCK_009381,0.35530224425033924,0.6446977557496607,0.7646699692496036,0,Pseudomonadota,962
MOCK_004891,0.35529169335000715,0.6447083066499928,0.3188212661415959,0,Actinomycetota,393
MOCK_021787,0.355285911575137,0.644714088424863,0.0,0,Bacillota,249
MOCK_018152,0.35525637057197235,0.6447436294280277,0.7209028553203123,0,Actinomycetota,1008
MOCK_007449,0.3552266560648422,0.6447733439351577,0.6782856411527969,1,Bacillota,725
MOCK_010852,0.3552185154385568,0.6447814845614432,0.5525820662842348,0,Thermoproteota,887
MOCK_011720,0.35521271406485977,0.6447872859351402,0.48133124664920646,0,Actinomycetota,529
MOCK_005676,0.35518831663934086,0.6448116833606592,0.25321813880913124,1,Actinomycetota,226
MOCK_017655,0.35517318992087693,0.644826810079123,0.23920769923597593,0,Patescibacteria,691
MOCK_019998,0.3551533922414637,0.6448466077585363,0.4467297998299979,0,Patescibacteria,198
MOCK_009143,0.3550560945355288,0.6449439054644712,0.03625267091218176,0,Pseudomonadota,221
MOCK_018841,0.3550156796774946,0.6449843203225054,0.6314550318607008,0,Bacillota,384
MOCK_014831,0.35501548002774364,0.6449845199722564,0.7302303843606109,0,Actinomycetota,363
MOCK_021753,0.35501450587216693,0.644985494127833,1.0123958667436799,0,Bacteroidota,336
MOCK_003880,0.35500105969964796,0.644998940300352,0.3255113052921708,0,Bacteroidota,799
MOCK_018858,0.35499726796129943,0.6450027320387006,0.010585382268142152,0,Bacteroidota,849
MOCK_012362,0.35498376012362165,0.6450162398763784,0.1732340464394367,0,Pseudomonadota,81
MOCK_005481,0.35493310083628266,0.6450668991637174,0.0,0,Actinomycetota,864
MOCK_016270,0.35485222501069247,0.6451477749893075,0.029965530477977675,0,Pseudomonadota,846
MOCK_018971,0.3548516810890121,0.6451483189109879,0.05858915760715355,0,Bacteroidota,241
MOCK_020759,0.3548017986424309,0.6451982013575691,0.0,0,Bacteroidota,848
MOCK_010532,0.35476263143404607,0.6452373685659539,0.9931633101482262,0,Bacillota,769
MOCK_015916,0.35475976749821614,0.6452402325017839,0.0,1,Patescibacteria,550
MOCK_010078,0.35473416505882754,0.6452658349411724,0.06033729382301117,0,Bacteroidota,983
MOCK_013581,0.35470996390622883,0.6452900360937712,0.4589000807857819,0,Bacteroidota,327
MOCK_015165,0.35470710171531683,0.6452928982846832,0.562330853878424,0,Actinomycetota,490
MOCK_021090,0.35466649997414507,0.6453335000258549,0.0,0,Patescibacteria,282
MOCK_007682,0.35463270545767783,0.6453672945423221,0.6579609075595985,0,Pseudomonadota,407
MOCK_016406,0.35463071952071396,0.6453692804792861,0.15793872749157042,0,Bacillota,708
MOCK_012297,0.35461263092448614,0.6453873690755139,0.44960452405975687,0,Pseudomonadota,576
MOCK_005873,0.35454241615491877,0.6454575838450812,0.8103145305206707,0,Bacillota,228
MOCK_000017,0.3545198567109975,0.6454801432890025,0.8265884351188747,0,Actinomycetota,540
MOCK_012045,0.3545132068106077,0.6454867931893923,0.9368887200357824,0,Bacteroidota,820
MOCK_016654,0.35451140340857284,0.6454885965914272,0.5249984413499911,0,Patescibacteria,430
MOCK_019578,0.35449681193722743,0.6455031880627726,0.37716735135267937,0,Actinomycetota,924
MOCK_002349,0.3544320101058682,0.6455679898941318,0.38090835123764605,0,Thermoproteota,555
MOCK_013590,0.35440205805898517,0.6455979419410148,0.9858147689204363,0,Thermoproteota,186
MOCK_022219,0.3543896574159479,0.645610342584052,0.0018780211265309599,0,Patescibacteria,279
MOCK_001550,0.3543785157736164,0.6456214842263837,0.7076706852391527,0,Bacillota,403
MOCK_008218,0.3543674462012925,0.6456325537987075,0.2680359398012243,0,Pseudomonadota,813
MOCK_011901,0.35430828533960645,0.6456917146603935,0.45890980179023744,0,Actinomycetota,365
MOCK_011677,0.35427702702364605,0.645722972976354,0.8444442195378368,0,Patescibacteria,199
MOCK_012454,0.35427438892045426,0.6457256110795457,0.03374224123750352,0,Actinomycetota,704
MOCK_013906,0.3542687048634893,0.6457312951365106,0.306845632820625,0,Patescibacteria,321
MOCK_009931,0.35425508970424074,0.6457449102957593,0.03437906487511472,0,Actinomycetota,1020
MOCK_007588,0.35421611019345955,0.6457838898065404,0.4543669577323303,0,Thermoproteota,379
MOCK_010712,0.3541873323769706,0.6458126676230294,0.7242394382458014,0,Pseudomonadota,728
MOCK_024232,0.35418347530030014,0.6458165246996999,0.6303203804896702,1,Thermoproteota,346
MOCK_012041,0.3541671905068669,0.6458328094931332,0.0,0,Patescibacteria,509
MOCK_014633,0.35416173983842625,0.6458382601615738,0.3475024716207626,0,Thermoproteota,685
MOCK_016869,0.354156860122859,0.6458431398771409,0.25402610490354627,0,Bacteroidota,926
MOCK_006523,0.35415373265570216,0.6458462673442978,0.0,0,Pseudomonadota,655
MOCK_021052,0.3541480741091886,0.6458519258908114,0.5265948575492432,0,Bacteroidota,333
MOCK_013809,0.3541465742193082,0.6458534257806918,0.48829454498579633,0,Thermoproteota,355
MOCK_001985,0.35407535448614536,0.6459246455138546,0.7377065712267306,0,Patescibacteria,295
MOCK_007113,0.3540258579057033,0.6459741420942967,0.0,0,Patescibacteria,309
MOCK_008096,0.3540072782656768,0.6459927217343232,0.11455987056411618,0,Thermoproteota,777
MOCK_017884,0.35394223413563813,0.6460577658643618,0.29339488420577603,0,Thermoproteota,367
MOCK_016175,0.353905016111207,0.646094983888793,0.5292676650006224,0,Actinomycetota,936
MOCK_020082,0.3538966891165051,0.6461033108834948,0.7161198427014712,0,Bacillota,559
MOCK_003815,0.35389034224733573,0.6461096577526643,0.0,0,Patescibacteria,298
MOCK_007389,0.3538859261912005,0.6461140738087995,0.8754971269312487,0,Pseudomonadota,393
MOCK_017939,0.3538823278956159,0.6461176721043841,0.6396262495452192,0,Bacillota,1006
MOCK_024156,0.35381006270649074,0.6461899372935093,0.0,1,Bacteroidota,683
MOCK_007928,0.3537976408405336,0.6462023591594663,0.1485249796673012,0,Bacillota,828
MOCK_023121,0.3537795977337776,0.6462204022662223,0.6418141096303847,0,Actinomycetota,701
MOCK_002335,0.35372655731990665,0.6462734426800933,0.18895878772334598,0,Pseudomonadota,643
MOCK_000349,0.3537114000855364,0.6462885999144636,0.7165452066414048,0,Patescibacteria,791
MOCK_019746,0.3536429711926118,0.6463570288073882,0.5835091674591927,0,Pseudomonadota,785
MOCK_006027,0.35362954791255125,0.6463704520874487,0.24304345975091862,0,Thermoproteota,427
MOCK_006870,0.3535993513114619,0.6464006486885381,0.22548253857135658,0,Bacillota,638
MOCK_000307,0.35357870848355744,0.6464212915164426,0.21301569025357042,0,Pseudomonadota,402
MOCK_024714,0.3535293133180819,0.6464706866819181,0.0,0,Bacillota,300
MOCK_011545,0.3535132868770652,0.6464867131229348,0.42759001662147994,0,Thermoproteota,1004
MOCK_013160,0.35351224396177405,0.646487756038226,0.5272098309673423,0,Bacillota,553
MOCK_015352,0.3534861341432591,0.6465138658567409,0.438474706589154,1,Patescibacteria,905
MOCK_007803,0.3534755259892432,0.6465244740107567,0.49184316545543927,0,Pseudomonadota,511
MOCK_008381,0.35347485504789716,0.6465251449521028,0.0,0,Bacillota,253
MOCK_015217,0.35346859236179373,0.6465314076382063,1.2425381697360978,0,Pseudomonadota,455
MOCK_001792,0.3534455016011997,0.6465544983988003,0.17464272780655937,0,Thermoproteota,1008
MOCK_006066,0.35334249304872156,0.6466575069512784,0.7537273298841825,0,Patescibacteria,937
MOCK_000772,0.353330394754096,0.646669605245904,0.3093608015579503,1,Bacillota,119
MOCK_005918,0.3533153921036905,0.6466846078963095,0.6316613597903933,0,Pseudomonadota,705
MOCK_011785,0.35331130462476856,0.6466886953752314,0.9673254712836797,0,Bacillota,452
MOCK_009737,0.3532747447204984,0.6467252552795015,0.0,0,Bacillota,950
MOCK_007520,0.35325175392759034,0.6467482460724097,0.0,0,Bacteroidota,227
MOCK_019939,0.3532474571357315,0.6467525428642684,0.6320141894681648,0,Actinomycetota,749
MOCK_004307,0.35324645874078264,0.6467535412592174,0.7632207814584597,0,Bacillota,411
MOCK_010464,0.35323868697112093,0.6467613130288791,0.4848825349382321,0,Thermoproteota,214
MOCK_012637,0.3532068665423328,0.6467931334576672,0.44843948671819245,0,Pseudomonadota,465
MOCK_013548,0.35320179044328426,0.6467982095567157,0.2548361777427837,0,Bacillota,555
MOCK_000429,0.35318818368958227,0.6468118163104177,0.023914367560410654,0,Pseudomonadota,201
MOCK_002021,0.3531841140993834,0.6468158859006166,0.4979957453186753,0,Bacillota,195
MOCK_022266,0.3531608375109691,0.6468391624890308,0.21495280774721687,0,Bacillota,140
MOCK_019941,0.3531457994716495,0.6468542005283505,0.4922857532191789,0,Pseudomonadota,519
MOCK_001455,0.3531085194760979,0.6468914805239021,0.5601483112562619,1,Actinomycetota,945
MOCK_016288,0.3530776750400761,0.6469223249599239,0.44566445282799005,1,Bacteroidota,424
MOCK_003922,0.353067755404354,0.646932244595646,0.4955571930986718,0,Patescibacteria,1009
MOCK_017040,0.35302865269375855,0.6469713473062415,0.8878869530095919,0,Pseudomonadota,940
MOCK_005752,0.35299098257026035,0.6470090174297396,0.5907293247471234,0,Bacillota,427
MOCK_002321,0.35298083565386823,0.6470191643461318,0.3652963087326441,0,Bacteroidota,689
MOCK_001931,0.35297913917485,0.64702086082515,0.4783405810804965,0,Bacillota,102
MOCK_004169,0.35297556345578623,0.6470244365442137,0.7924891114682617,0,Bacillota,513
MOCK_013097,0.3529629880213194,0.6470370119786806,0.48918355156652565,0,Bacillota,155
MOCK_001185,0.35296014921034935,0.6470398507896507,0.6568030527457553,1,Bacillota,1010
MOCK_024016,0.35295853261674026,0.6470414673832597,1.0460786247865572,0,Pseudomonadota,649
MOCK_003887,0.3529572995889509,0.647042700411049,0.3561989939139584,0,Bacillota,855
MOCK_020771,0.3529551615608135,0.6470448384391865,0.16076485684565747,0,Thermoproteota,312
MOCK_002235,0.352944761258265,0.647055238741735,0.051896237198695294,0,Actinomycetota,343
MOCK_017674,0.35293637336396677,0.6470636266360332,0.2020025598892636,0,Thermoproteota,967
MOCK_017329,0.3529310126958117,0.6470689873041884,1.1038461456891084,0,Bacillota,988
MOCK_015767,0.3529154057052576,0.6470845942947424,0.005688913637418247,0,Pseudomonadota,737
MOCK_014513,0.3529126812528032,0.6470873187471968,0.0,0,Thermoproteota,416
MOCK_008363,0.3528998394233268,0.6471001605766732,0.3241369527660422,0,Pseudomonadota,567
MOCK_003733,0.35284416853437284,0.6471558314656272,0.4669829054721374,0,Actinomycetota,670
MOCK_010329,0.35282689176263926,0.6471731082373607,0.6743237050924743,0,Pseudomonadota,667
MOCK_018721,0.3528196521759701,0.6471803478240299,0.4174072078621084,0,Bacillota,488
MOCK_019589,0.35279569464791116,0.6472043053520888,0.19340814121035738,0,Bacteroidota,456
MOCK_021898,0.3527782192417132,0.6472217807582867,0.5172615856062744,0,Bacteroidota,899
MOCK_004050,0.352768452328849,0.647231547671151,0.6656066114368069,0,Pseudomonadota,862
MOCK_015617,0.35275688668720373,0.6472431133127963,0.6934957382867053,0,Thermoproteota,503
MOCK_000156,0.3527434983649446,0.6472565016350553,0.10249251894933281,0,Bacteroidota,250
MOCK_017703,0.35272818320552124,0.6472718167944788,0.6086626213054906,0,Thermoproteota,116
MOCK_009205,0.3527081294916991,0.6472918705083008,0.9601570847505505,1,Actinomycetota,315
MOCK_021382,0.3527074544154652,0.6472925455845349,0.02230483951539336,0,Bacillota,782
MOCK_018571,0.3526781437247667,0.6473218562752333,0.5669569052962447,0,Thermoproteota,250
MOCK_001395,0.35264888823686014,0.6473511117631399,0.6801286505562629,1,Bacillota,431
MOCK_003276,0.35262780987734804,0.6473721901226519,0.6651377800797,0,Thermoproteota,992
MOCK_009936,0.3525383023841768,0.6474616976158232,0.21326816140128788,0,Bacteroidota,761
MOCK_016848,0.3525321328669618,0.6474678671330383,0.40096658461097673,0,Thermoproteota,867
MOCK_000351,0.3525287303129277,0.6474712696870724,0.2679554512611221,0,Bacteroidota,348
MOCK_022029,0.35250318542359427,0.6474968145764057,0.7191762523678622,1,Actinomycetota,382
MOCK_015545,0.35249657379945704,0.647503426200543,0.3692171809533448,0,Bacteroidota,466
MOCK_000932,0.3524898405133548,0.6475101594866453,0.1535902468734696,0,Bacteroidota,294
MOCK_017216,0.3524356331464646,0.6475643668535354,0.2490320078572002,0,Bacillota,372
MOCK_012113,0.3522811737329476,0.6477188262670523,0.5148116708119839,0,Bacteroidota,390
MOCK_016722,0.3522488982781925,0.6477511017218075,0.8754175012440997,0,Thermoproteota,672
MOCK_024338,0.35218245551580846,0.6478175444841916,0.17266112424849703,0,Bacteroidota,206
MOCK_021495,0.35215596491351053,0.6478440350864895,0.3517365934476415,0,Pseudomonadota,1007
MOCK_008922,0.3521247053693045,0.6478752946306955,0.5622295675789825,0,Actinomycetota,125
MOCK_005529,0.35209615691552815,0.6479038430844719,0.13747054783470405,0,Bacteroidota,981
MOCK_020785,0.3520686251434095,0.6479313748565905,0.006923896563054255,1,Bacillota,921
MOCK_004032,0.3520599497511394,0.6479400502488606,1.1619739207562616,0,Bacteroidota,100
MOCK_017895,0.3520402885084093,0.6479597114915907,0.0,0,Actinomycetota,1010
MOCK_024748,0.35201276075697185,0.6479872392430281,0.04460857409248831,0,Pseudomonadota,399
MOCK_016051,0.35197186018585036,0.6480281398141496,0.9715696868565189,0,Patescibacteria,589
MOCK_005435,0.3519103389539993,0.6480896610460007,0.4844291316756174,0,Pseudomonadota,723
MOCK_019379,0.3519096843198157,0.6480903156801843,0.36140843568029174,1,Patescibacteria,715
MOCK_005241,0.35190552291516614,0.6480944770848338,0.0,0,Bacteroidota,1016
MOCK_008259,0.35187881276853306,0.6481211872314669,0.8013141520285652,0,Actinomycetota,244
MOCK_019603,0.35182239913714036,0.6481776008628597,0.2657041052529031,0,Patescibacteria,113
MOCK_009916,0.3517965560221474,0.6482034439778526,0.9311624683210604,0,Pseudomonadota,646
MOCK_012306,0.35178766612312057,0.6482123338768795,0.008233257581893194,0,Pseudomonadota,143
MOCK_005216,0.35173474148471834,0.6482652585152817,0.13399617566588481,0,Bacillota,268
MOCK_018059,0.35171446629853353,0.6482855337014665,0.6823802046605101,0,Bacillota,152
MOCK_023160,0.35167007033876846,0.6483299296612315,0.0,0,Patescibacteria,518
MOCK_002082,0.3516390583148586,0.6483609416851415,0.893126228804852,0,Thermoproteota,207
MOCK_001499,0.3516345447455314,0.6483654552544686,0.430508243782668,0,Bacillota,201
MOCK_000752,0.3515755005124891,0.6484244994875109,0.4113245393071714,0,Thermoproteota,702
MOCK_003687,0.35152679627036926,0.6484732037296308,0.730162804026101,1,Bacillota,352
MOCK_009173,0.35151856551458727,0.6484814344854127,0.1391936054500977,0,Bacillota,654
MOCK_006420,0.35150699370073557,0.6484930062992644,0.0,0,Patescibacteria,83
MOCK_000788,0.3514826127763852,0.6485173872236147,0.22470992555742025,0,Thermoproteota,145
MOCK_012776,0.35145241507623826,0.6485475849237617,0.18045636777153967,0,Thermoproteota,467
MOCK_012100,0.351447460829155,0.648552539170845,0.5538487696351903,0,Bacteroidota,170
MOCK_012763,0.35143777738813864,0.6485622226118614,0.43480600546339054,0,Bacillota,916
MOCK_000434,0.35143143881972966,0.6485685611802703,0.0,0,Pseudomonadota,895
MOCK_014733,0.3514293095392991,0.6485706904607009,0.41733004549076724,0,Pseudomonadota,709
MOCK_003056,0.3514101757783665,0.6485898242216335,0.19190078820419884,0,Pseudomonadota,292
MOCK_001222,0.3513961745655043,0.6486038254344957,0.6582357123005258,0,Bacillota,110
MOCK_015174,0.35138541177856175,0.6486145882214382,0.0,1,Bacteroidota,872
MOCK_018189,0.3513667874037838,0.6486332125962162,0.8004852211722667,0,Pseudomonadota,95
MOCK_006197,0.3513596177652613,0.6486403822347386,0.3330848409295116,0,Bacteroidota,872
MOCK_013923,0.3513572135610445,0.6486427864389555,0.43318713992918356,0,Patescibacteria,777
MOCK_001247,0.351330743944459,0.6486692560555409,0.0,1,Bacillota,976
MOCK_019066,0.3513296398424717,0.6486703601575283,0.0,0,Pseudomonadota,421
MOCK_003386,0.3513136593958909,0.6486863406041091,0.8415219020313022,0,Actinomycetota,421
MOCK_011460,0.35130824064116384,0.6486917593588362,0.13357919717918765,0,Bacillota,183
MOCK_017058,0.35130661965016274,0.6486933803498373,0.44177163903910244,0,Pseudomonadota,873
MOCK_005775,0.35129695137250977,0.6487030486274903,0.6149055536937538,0,Thermoproteota,370
MOCK_013417,0.35129659429097754,0.6487034057090224,0.6717789765735329,0,Actinomycetota,513
MOCK_018020,0.35127174175711,0.6487282582428899,0.1602408486096057,0,Actinomycetota,1000
MOCK_013694,0.35127012652164047,0.6487298734783595,0.0,0,Pseudomonadota,534
MOCK_012081,0.35120722643779423,0.6487927735622058,0.0,0,Thermoproteota,172
MOCK_023843,0.3511857380802088,0.6488142619197912,0.5928621128503229,0,Pseudomonadota,947
MOCK_024534,0.3511588925283101,0.6488411074716899,0.0,0,Patescibacteria,994
MOCK_000447,0.35107994351952604,0.648920056480474,1.1388025704319145,0,Bacillota,568
MOCK_008755,0.3510709119590775,0.6489290880409224,0.04925161304628378,0,Thermoproteota,951
MOCK_009950,0.3509854737650973,0.6490145262349027,0.5029817861293078,0,Pseudomonadota,695
MOCK_010154,0.3508849928611381,0.6491150071388618,0.04167609212542206,0,Thermoproteota,523
MOCK_007337,0.35084023444964824,0.6491597655503518,0.4432599744691821,0,Thermoproteota,345
MOCK_005594,0.3508241592666509,0.6491758407333491,0.0,0,Pseudomonadota,563
MOCK_023285,0.35082355015237293,0.6491764498476271,0.0,0,Bacillota,860
MOCK_003120,0.3507882432109757,0.6492117567890243,0.6113014535195997,0,Bacteroidota,672
MOCK_023740,0.35074728244224407,0.6492527175577559,0.36232500591464906,0,Actinomycetota,178
MOCK_006944,0.35073006247458266,0.6492699375254174,0.7916242436342633,1,Pseudomonadota,926
MOCK_020298,0.35072939825240773,0.6492706017475922,0.0,0,Thermoproteota,927
MOCK_016659,0.3507156820054043,0.6492843179945957,0.39556138059001317,1,Pseudomonadota,117
MOCK_007312,0.3506815987666622,0.6493184012333377,0.4057562384908257,0,Patescibacteria,889
MOCK_009128,0.35068148080578787,0.6493185191942121,0.003491398759682962,0,Pseudomonadota,776
